,leiden
rla-1,7
Y37E3.8,7
phb-1,0
eif-2alpha,0
Y37E3.11,1
iglr-3,0
npp-13,1
Y37E3.19,10
fpn-1.1,2
Y37E3.17,0
Y37E3.30,7
afd-1,0
W03F11.5,5
ule-1,5
gcy-17,5
dct-9,8
W03F11.4,8
lgc-51,5
slc-17.6,3
abt-2,2
Y39G10AL.1,1
cdk-7,0
Y39G10AR.11,1
tpxl-1,1
epg-2,0
icp-1,0
Y39G10AR.9,0
nsun-4,1
tbca-1,0
eif-2gamma,0
ekl-7,3
mcm-4,0
Y39G10AR.32,1
Y39G10AR.15,3
srbc-64,10
Y39G10AR.16,11
ugt-31,4
zeel-1,1
peel-1,6
nekl-1,2
sydn-1,4
dot-1.1,0
zwl-1,4
F23C8.13,4
F23C8.5,0
did-2,1
F23C8.7,6
F23C8.8,8
tipn-1,1
ubxn-1,0
F23C8.14,4
F23C8.3,4
inx-19,7
Y74C10AL.2,0
abtm-1,1
Y74C10AR.2,6
eif-3.I,1
Y23H5B.6,1
Y23H5B.5,1
dmsr-2,5
Y23H5B.3,3
Y23H5B.8,0
nspd-8,8
Y23H5B.1,7
Y23H5B.12,10
C55C2.3,6
ssp-19,6
scrt-1,4
aat-5,13
fbp-1,0
ptr-12,2
K07A3.3,8
ctn-1,0
spe-47,2
Y23H5A.3,1
Y23H5A.2,1
cars-1,0
Y23H5A.8,6
mage-1,1
F40E3.5,3
F40E3.6,10
F32B5.6,2
F32B5.7,0
cpz-1,0
msrp-1,8
F32B5.3,8
F32B5.2,0
F32B5.1,3
lin-17,0
dnj-30,0
Y71F9B.6,1
snr-7,0
yop-1,0
Y71F9B.2,1
lron-11,0
plk-2,3
Y71F9B.9,1
sop-3,0
Y71F9B.1,4
Y71F9B.13,2
W03D8.9,2
W03D8.8,3
W03D8.2,10
itx-1,2
W03D8.5,8
W03D8.11,2
W03D8.3,4
pop-1,4
W10C8.3,6
ccb-2,4
W10C8.4,2
W10C8.5,2
W10C8.6,4
Y71F9AL.11,2
Y71F9AL.10,4
Y71F9AL.12,4
rpl-1,7
Y71F9AL.9,0
Y71F9AL.8,4
dnc-5,1
arx-1,0
Y71F9AL.7,7
Y71F9AL.6,7
copa-1,0
gst-43,4
Y71F9AL.4,2
parp-1,1
Y71F9AL.2,2
Y71F9AL.1,1
trap-1,0
nxt-1,0
cogc-3,1
Y71F9AM.8,9
bam-2,1
Y71F9AR.4,1
Y71F9AR.2,7
supr-1,4
dnj-28,4
nduf-5,0
Y54E10BL.3,0
mek-2,1
col-48,5
Y54E10BL.1,10
Y54E10BR.4,0
Y54E10BR.3,0
Y54E10BR.5,0
rpb-7,0
Y54E10BR.2,1
mod-5,3
ztf-23,1
pign-1,1
arx-7,0
M01B12.4,1
riok-1,0
nhr-64,1
C45E1.5,10
C45E1.4,3
K09H9.9,9
K09H9.8,3
K09H9.5,6
lpd-6,0
K09H9.2,1
vbh-1,0
K09H9.7,3
K09H9.1,6
mrpl-17,1
Y54E10A.6,1
dnc-6,0
Y54E10A.10,0
Y54E10A.11,1
Y54E10A.12,3
Y54E10A.17,4
fog-1,4
rom-5,1
cdt-1,0
txl-1,1
cogc-1,1
mab-31,1
tyr-5,9
zip-4,0
nol-5,0
pqn-72,3
sulp-6,6
W01B11.6,3
W01B11.1,8
ace-2,2
trx-4,0
Y44E3A.4,4
Y44E3A.1,0
Y44E3A.6,0
W05F2.7,4
W05F2.8,3
enu-3.4,4
W05F2.3,3
W05F2.6,2
W05F2.4,7
cdk-2,4
K03E5.2,13
neto-1,2
sep-1,1
tag-63,4
Y47G6A.13,6
msh-6,1
Y47G6A.14,4
spg-7,1
Y47G6A.15,1
Y47G6A.9,0
crn-1,1
ccep-290,7
Y47G6A.7,0
Y47G6A.18,0
pcaf-1,0
Y47G6A.19,9
Y47G6A.30,10
Y47G6A.5,2
rnp-6,0
rde-10,0
Y47G6A.21,1
Y47G6A.22,1
Y47G6A.33,6
lpd-3,1
Y47G6A.3,3
Y47G6A.31,0
mis-12,0
Y47G6A.25,4
inx-22,4
inx-21,4
Y47G6A.26,12
Y47G6A.32,1
cah-6,0
jmjc-1,1
T28F2.2,1
T28F2.1,12
ccb-1,2
col-50,6
col-51,15
acd-5,2
smp-2,3
ftn-2,0
rab-8,0
D1037.1,1
ipla-4,6
msh-2,4
hus-1,2
F21A9.2,2
F21A9.1,3
lin-59,0
glh-4,4
T12F5.2,3
larp-5,1
sld-2,4
math-46,8
inx-13,5
inx-12,5
asic-1,8
C32E8.12,3
C32E8.6,7
ric-19,0
C32E8.5,0
C32E8.4,9
tppp-1,0
rpl-13,7
ptr-2,4
C32E8.9,2
C32E8.1,8
unc-11,1
ubr-1,1
npp-11,1
unc-108,0
mpc-2,0
F53F10.8,4
F53F10.2,0
F53F10.1,7
gsp-4,4
T03F1.6,0
T03F1.11,0
tfbm-1,1
guk-1,7
hcp-4,0
pgk-1,0
coq-4,1
clec-53,3
uba-5,1
T03F1.12,4
syf-1,0
C50F2.2,1
abf-2,3
abf-1,3
C50F2.4,2
C50F2.1,3
C50F2.5,3
fkb-5,7
C50F2.7,2
magu-3,0
pbs-4,1
mrrf-1,1
T20F5.8,3
T20F5.4,2
T20F5.5,3
T20F5.6,0
T20F5.7,1
T21E3.2,6
egg-4,2
lrp-2,0
F47B3.4,12
F47B3.3,5
F47B3.7,6
F28H1.4,2
F28H1.5,10
aars-2,0
cpn-3,7
F28H1.1,1
unc-73,0
F55C7.2,3
unc-89,13
clec-89,5
acd-2,3
cyb-2.2,4
H31G24.3,5
H31G24.1,5
lin-44,2
let-504,0
E01A2.2,0
E01A2.5,1
akir-1,0
E01A2.1,1
poml-2,5
poml-3,2
E01A2.8,4
R12E2.15,0
R12E2.14,0
R12E2.6,10
R12E2.7,0
R12E2.8,2
inx-15,1
inx-16,4
inx-17,2
egg-5,2
R12E2.11,0
mrps-6,1
rpn-8,1
R12E2.13,1
suco-1,1
R12E2.1,1
ppw-1,4
cas-2,1
snrp-40.2,4
C18E3.4,2
C18E3.3,1
hop-1,3
swsn-2.2,1
C18E3.1,3
C18E3.9,0
nab-1,0
C43E11.5,2
ndx-7,1
exoc-7,0
tufm-2,1
cogc-5,1
C43E11.12,1
met-1,0
mus-81,1
C43E11.9,0
cdc-6,1
acin-1,0
Y47D9A.4,6
Y47D9A.3,5
Y47D9A.5,11
scpl-3,0
Y47D9A.1,0
anc-1,0
acr-6,5
ZK973.4,8
ZK973.8,4
pdp-1,0
ZK973.9,7
lpd-5,0
cec-10,1
ZK973.11,7
ZK973.1,4
dhc-1,0
T21E12.3,6
tiam-1,2
T21E12.5,3
C41D11.10,3
C41D11.3,0
eif-3.H,1
cps-6,0
C41D11.9,1
cmt-1,1
eri-7,1
eri-6,7
C41D11.6,3
gcy-28,1
mrpl-19,1
Y119C1B.5,1
Y119C1B.6,5
Y119C1B.12,9
bet-1,1
zig-9,2
Y119C1B.3,5
Y119C1B.11,6
Y119C1B.10,1
D1007.15,1
pqn-24,7
D1007.13,2
ceh-17,7
col-52,6
D1007.3,5
D1007.18,5
D1007.4,1
D1007.5,1
rps-10,7
rpl-24.1,7
D1007.10,4
D1007.19,3
nrd-1,0
eaf-1,1
D1007.8,1
C44E4.5,1
ubr-4,0
C44E4.4,0
acbp-1,0
got-2.1,1
Y119C1A.1,1
lmd-2,1
rpl-4,7
B0041.8,0
B0041.5,0
ptps-1,2
ain-2,0
B0041.11,2
B0041.1,11
xnp-1,0
unc-57,2
T04D1.2,1
chd-7,0
W09C3.4,1
W09C3.3,2
gsp-3,11
W09C3.7,2
W09C3.8,5
C10H11.7,9
ugt-26,2
ugt-27,6
ugt-28,4
ugt-25,4
mlst-8,1
let-502,0
viln-1,0
kca-1,2
M04F3.3,4
M04F3.2,1
rpa-2,0
M04F3.4,0
M04F3.5,1
rpl-41.1,0
rpl-41.2,7
zig-7,7
gnrr-1,2
F54D7.2,1
F57C9.6,2
tofu-4,3
htp-3,4
F57C9.4,1
glo-2,3
clec-90,4
pdxk-1,1
rga-6,2
F25F8.1,0
glc-2,6
F21F3.4,4
unc-38,0
icmt-1,3
pgal-1,7
F21F3.6,1
F21F3.7,1
imb-1,1
F28B3.5,1
acl-11,1
dip-2,0
F28B3.10,0
F28B3.6,0
him-1,0
W03G9.8,0
enu-3.3,1
W03G9.2,3
app-1,4
W03G9.5,5
W03G9.9,5
snf-1,0
W03G9.10,3
paf-1,3
cil-7,7
dyf-1,7
mes-3,1
dom-3,1
F54C1.8,12
sst-20,10
F54C1.6,2
pat-10,7
C46H11.6,3
lfe-2,2
C46H11.3,5
C46H11.7,2
phat-1,2
phat-2,0
C46H11.2,4
C46H11.10,2
fhod-1,2
vha-16,0
kin-32,0
C30F8.3,2
ift-20,7
spe-5,4
chp-1,0
pas-3,1
use-1,0
aap-1,0
Y110A7A.21,2
Y110A7A.15,3
elpc-1,1
Y110A7A.9,1
mat-1,0
prp-31,0
Y110A7A.7,1
pfkb-1.1,0
mtm-1,0
tyms-1,0
unc-63,2
Y110A7A.2,6
ppw-2,4
let-630,1
hcp-6,0
spd-5,0
npp-6,1
slx-1,1
bro-1,2
fncm-1,4
pde-5,2
osr-1,2
sem-2,0
C32E12.4,2
C32E12.1,10
mrpl-47,0
let-363,0
B0261.5,3
B0261.6,9
B0261.1,0
B0261.9,9
B0261.7,2
B0261.8,0
C01G8.1,4
cln-3.2,1
dhs-1,1
dnj-4,4
erm-1,0
hpo-32,4
let-526,0
F48C1.3,2
F48C1.5,1
F48C1.6,1
fbxa-145,3
aman-3,2
spe-11,6
F48C1.11,10
F55A12.6,6
apm-1,2
F55A12.5,1
nath-10,1
dhs-2,4
ppk-1,0
F55A12.2,1
F55A12.10,3
pqn-44,7
C24A11.2,3
C24A11.1,3
frm-4,1
coq-1,13
erp-44.1,1
F27C1.6,0
F27C1.4,1
F27C1.3,6
atp-3,0
F27C1.2,0
dpy-5,10
F27C1.11,2
F27C1.1,9
F27C1.13,9
ferl-1,4
hil-8,8
let-355,1
C09D4.4,1
rpl-19,7
C09D4.9,11
C09D4.3,6
C09D4.2,1
C09D4.1,7
mrpl-24,0
zipt-11,0
rpa-4,1
F59A3.2,4
F59A3.12,4
F59A3.13,4
F59A3.7,3
cpd-1,2
pup-3,2
tom-1,2
ostd-1,0
M01A10.1,4
pqn-52,7
cey-3,4
rmh-1,3
klp-15,1
M01E11.2,1
M01E11.1,1
tns-1,7
ubl-5,1
vha-10,0
trpp-8,2
xrep-4,1
cey-2,3
F46F11.7,1
F46F11.10,4
F46F11.8,1
F46F11.1,0
M01A12.4,6
col-53,2
F55F8.2,1
F55F8.3,0
cir-1,0
wdr-12,0
mff-2,4
F55F8.7,11
ptr-10,4
F55F8.8,3
zipt-2.4,1
T19B4.5,1
dnj-21,0
T19B4.3,0
unc-40,0
npp-7,0
pamn-1,0
lim-7,7
F56H1.3,8
rpt-5,0
rad-8,1
che-14,1
ccpp-1,1
oxy-5,0
dhhc-11,2
lron-8,7
hil-5,0
rnt-1,2
cpb-3,4
glh-3,2
mtk-1,1
srz-4,5
vps-51,0
lin-35,1
C32F10.4,2
hmg-3,1
nhr-2,1
C32F10.8,1
obr-4,1
twk-47,7
F33D11.16,3
ceh-12,3
col-54,3
F33D11.2,9
F33D11.7,6
F33D11.8,5
hpo-3,1
dhhc-3,1
F33D11.10,0
vpr-1,1
cdc-7,4
noah-1,0
pgp-2,2
C34G6.3,10
tyr-4,6
stam-1,0
hpo-27,2
B0207.5,6
B0207.6,1
air-2,1
gpa-14,5
B0207.2,2
B0207.10,5
B0207.11,9
B0207.1,3
avr-14,1
C06A5.6,1
C06A5.3,0
sir-2.4,1
unc-94,0
C06A5.12,4
C06A5.2,8
C06A5.8,3
rnf-1,4
inst-1,4
csn-2,0
B0025.5,12
B0025.4,0
vps-34,0
C27A12.4,5
let-391,1
C27A12.2,1
ceh-2,7
C27A12.6,1
C27A12.7,0
ari-1,0
C27A12.9,1
mbd-2,0
ZK484.3,0
ZK484.4,0
haf-9,2
msrp-2,6
ZK484.6,4
oaz-1,0
nspd-1,11
spch-3,6
T27A3.5,3
ssp-16,10
T27A3.8,9
nmrk-1,4
T27A3.7,4
usp-5,1
trak-1,0
pept-3,2
F56F4.4,12
F56F4.3,8
F56F4.8,2
T09B4.5,7
T09B4.6,4
T09B4.7,6
T09B4.8,7
T09B4.4,7
T09B4.3,2
tin-44,0
chn-1,0
T09B4.2,1
pigv-1,4
T05E7.3,4
T05E7.4,13
col-55,6
vet-1,2
T05E7.1,5
ech-1.2,0
mrpl-23,0
fars-1,0
T08B2.15,4
rbm-5,0
rps-17,7
T08B2.11,2
T08B2.4,4
T08B2.12,3
col-56,7
C48E7.7,5
C48E7.6,2
spp-15,7
cof-2,4
cebp-2,0
lpd-2,1
let-611,1
C48E7.1,1
oac-9,10
twk-37,4
C10G11.8,6
spch-2,6
chdp-1,7
C10G11.6,6
pnk-1,1
srh-49,8
srh-51,5
srh-50,5
F26B1.5,6
col-58,2
srg-14,9
ima-2,4
hrpk-1,0
let-381,4
F26B1.1,4
F26B1.8,3
bli-4,1
mut-2,4
K04F10.3,0
K04F10.2,1
K04F10.1,2
K04F10.7,0
ZC308.4,4
gld-2,1
klu-2,5
cuti-1,1
ZC328.5,6
san-1,1
ZC328.3,2
rbx-2,0
ncbp-1,0
lron-6,6
comp-1,11
snt-4,7
T23H2.3,4
npp-12,1
mam-8,7
rab-10,0
knl-2,7
acdh-3,2
K06A5.3,5
K06A5.2,8
cdc-25.1,4
K06A5.1,1
nmtn-1,1
sulp-1,5
dbr-1,1
mdt-18,0
uri-1,1
acdh-1,0
C55B7.3,3
C55B7.10,9
gly-2,2
C55B7.11,2
glh-2,4
che-1,7
T10E9.5,3
T10E9.4,3
T10E9.6,6
nuo-2,0
T10E9.14,4
T10E9.3,5
T10E9.8,1
T10E9.2,0
T10E9.1,1
acdh-4,4
F57B10.8,0
spg-20,1
ucr-11,0
dad-1,0
tre-1,0
xpg-1,1
F57B10.5,0
bag-1,0
mei-2,4
F57B10.4,4
ipgm-1,0
let-607,0
try-6,4
F48A9.2,12
F48A9.1,5
D2092.6,5
maco-1,0
D2092.4,7
tsp-19,3
D2092.8,7
acr-11,2
ppfr-2,1
D2092.10,12
mctp-1,9
try-7,6
ZC581.10,3
ZC581.3,2
ZC581.2,11
ZC581.7,6
nekl-2,1
ZC581.9,5
C17F3.1,9
ckr-1,5
T23B3.5,8
T23B3.6,5
T23B3.8,11
T23B3.2,0
T23B3.1,1
W02D3.4,0
mec-6,0
lbp-6,2
ant-1.2,6
lbp-5,2
smg-5,1
dhod-1,0
cytb-5.2,0
W02D3.12,0
unc-37,0
fnci-1,0
hrpf-1,0
gpc-2,7
calu-2,0
F08B6.1,0
unc-87,13
pqn-21,0
cye-1,4
acdh-5,3
C37A2.6,4
C37A2.7,7
pqn-20,1
C37A2.8,0
E02D9.1,0
K02F2.5,7
ulp-5,2
teg-4,0
ser-3,2
ahcy-1,0
dpf-3,1
dpy-14,7
H27M09.5,1
syp-4,4
rpb-5,1
sacy-1,0
glh-1,1
T21G5.2,2
smz-2,3
T21G5.1,3
asd-2,7
srb-15,3
smg-1,1
C48B6.3,1
C48B6.2,0
bbs-9,7
C48B6.10,0
C48B6.9,1
ztf-4,0
cerk-1,0
T10B11.4,10
T10B11.5,4
T10B11.6,1
T10B11.7,1
pcbd-1,0
T10B11.8,4
rege-1,2
C30F12.2,1
C30F12.3,5
C30F12.4,4
idhg-2,2
trhr-1,4
C30F12.5,7
ctg-1,0
chd-1,1
pdi-3,0
ubql-1,0
sem-4,2
W01A8.8,4
W01A8.2,4
plin-1,1
cutl-6,2
nuo-6,0
tofu-5,1
W01A8.6,2
kin-14,4
F22D6.2,0
nars-1,1
nduf-6,0
prpf-4,0
ekl-1,1
F22D6.8,4
F22D6.9,4
F22D6.15,5
col-60,10
gly-18,5
gly-19,3
K10D3.6,1
glr-3,5
K10D3.8,3
unc-14,0
taf-11.2,4
K10D3.4,7
hpo-11,4
fecl-1,0
crml-1,1
xpa-1,0
mks-6,7
K07G5.4,3
K07G5.5,3
let-522,7
M05B5.7,3
M05B5.1,6
trpa-2,2
M05B5.3,5
M05B5.4,0
hlh-2,0
col-61,2
mlt-2,2
C01H6.3,2
C01H6.4,2
nhr-23,1
cnnm-4,6
swsn-9,0
C01H6.8,1
hasp-1,1
R06C7.2,4
wago-1,2
dhp-1,4
cpg-3,3
R06C7.6,1
adsl-1,1
lin-61,0
bub-1,0
ztf-15,4
myo-1,2
twk-1,6
F21C3.7,15
hint-1,0
rde-2,1
pfd-6,0
ztf-2,6
srd-53,5
F13G3.12,13
F13G3.3,2
dylt-1,0
ttx-7,0
F13G3.6,1
F13G3.7,0
mrpl-13,0
eat-5,2
mif-3,0
F13G3.10,7
F52A8.1,0
gpb-2,0
F52A8.3,2
glb-18,7
gcsh-2,0
kbrl-1,0
inx-14,2
F07A5.2,15
scav-6,2
F07A5.4,7
sue-1,2
unc-15,7
C15A11.2,3
col-35,5
sol-1,7
C15A11.4,3
C15A11.7,3
unc-13,2
spe-4,3
lars-2,1
ZK524.4,1
T28F4.1,0
asic-2,4
T28F4.3,3
T28F4.4,1
T28F4.8,12
T28F4.5,0
pbrm-1,0
C26C6.8,3
C26C6.6,3
glb-8,2
C26C6.10,3
C26C6.9,1
goa-1,0
nas-36,4
C26C6.4,3
dcp-66,0
T25G3.1,1
chs-1,7
T25G3.3,1
T25G3.4,0
mans-1,1
D2030.2,1
D2030.3,0
D2030.4,0
mce-1,0
D2030.12,2
prg-1,4
D2030.7,4
D2030.11,0
D2030.8,1
wdr-23,0
aex-1,3
lrp-1,1
capg-1,0
F26A3.1,0
ncbp-2,0
rrf-1,1
ego-1,4
F26A3.4,2
F26A3.5,6
del-3,7
F26A3.7,1
T24B1.1,1
T23G11.7,0
rlbp-1,0
lron-9,2
T23G11.4,0
gld-1,3
gna-2,2
T23G11.11,1
T23G11.1,3
F27D4.1,0
lsy-22,0
F27D4.7,1
F27D4.4,0
bckd-1B,0
F27D4.8,4
F27D4.6,1
F58H10.1,1
nsf-1,0
adr-1,0
VH15N14R.1,1
D2005.6,2
nlp-8,2
D2005.3,0
D2005.4,4
D2005.7,4
drh-3,1
glna-3,7
F30F8.1,2
gras-1,1
F30F8.9,0
F30F8.10,1
F30F8.5,0
taf-5,0
apb-3,0
nud-2,0
R11A5.3,0
pck-2,7
R11A5.6,10
suro-1,2
F55D12.1,2
F55D12.2,2
unc-55,11
F55D12.5,1
F20G4.2,6
smgl-1,1
nmy-2,0
T22C1.1,1
glb-26,2
T22C1.3,1
T22C1.4,0
T22C1.5,4
T22C1.6,7
jph-1,0
T22C1.8,9
T22C1.9,8
T22C1.12,5
rbg-2,0
T22C1.11,1
H05L14.1,12
H05L14.3,3
H05L14.2,3
C54G4.5,2
C54G4.4,2
C54G4.3,12
rskn-2,2
C54G4.7,2
dod-18,1
cyc-1,0
C54G4.9,1
eif-2beta,0
aho-3,0
cdc-48.3,1
K04G2.4,6
ath-1,0
scbp-2,1
vacl-14,1
K04G2.12,2
K04G2.7,6
apr-1,0
K04G2.9,2
K04G2.10,1
F18C12.4,3
che-3,2
rme-8,1
F18C12.3,0
spr-4,0
lin-10,0
mau-2,1
T28B8.1,7
del-4,4
ins-18,7
T28B8.6,12
T28B8.3,11
T28B8.4,9
H31B20.2,11
kcnl-2,2
srz-3,5
T02E1.7,5
T02E1.6,5
dhs-3,2
gla-3,4
T02E1.2,1
spe-12,8
kri-1,2
T02E1.8,2
ZK265.3,9
col-63,4
ceh-8,7
fitm-2,1
ZK265.6,0
sre-23,7
ZK265.7,2
cutl-8,7
T01G9.2,0
dma-1,7
kin-10,0
npp-2,0
mei-1,0
abts-1,0
F52B5.7,1
F52B5.2,4
F52B5.3,2
cep-1,2
rpl-25.2,7
C34B7.1,4
mys-4,1
C34B7.2,1
cyp-36A1,10
tba-5,5
rsd-6,0
tbcd-1,1
F16D3.6,8
T19A6.1,0
ser-5,2
ngp-1,0
nepr-1,0
T19A6.4,4
F02E9.3,3
F02E9.1,1
lin-28,0
F02E9.7,1
sin-3,0
sod-2,0
F02E9.5,0
F02E9.10,0
dpt-1,1
F10D11.2,0
F10D11.3,8
F10D11.4,8
F10D11.5,2
F10D11.6,2
unc-120,7
D1081.10,8
D1081.4,3
D1081.5,3
D1081.6,1
D1081.9,4
D1081.7,4
cdc-5L,0
ceh-6,7
sec-12,1
K02B12.2,7
axl-1,4
K02B12.5,4
K02B12.6,3
K02B12.9,7
K02B12.7,0
zhp-3,4
gpa-15,1
M04C7.4,12
M04C7.3,5
gon-2,1
T01H8.2,4
rskn-1,0
daf-8,4
ran-4,1
R05D11.5,0
R05D11.9,1
paxt-1,0
R05D11.4,0
snrp-27,0
edc-3,1
F43G9.13,0
idha-1,0
lmd-1,1
F43G9.4,4
slc-25A42,2
cfim-1,0
F43G9.21,6
F43G9.8,6
fer-1,6
ces-1,7
cpn-1,1
mfap-1,0
F43G9.12,1
syx-17,1
sig-7,1
flp-22,2
mrt-1,6
syp-3,4
F39H2.3,1
K07A12.1,1
K07A12.8,5
egg-6,2
hot-5,7
K07A12.4,1
mrps-15,0
asg-1,0
K07A12.5,3
pbs-7,0
F39H11.1,1
tlf-1,0
cdk-8,0
cle-1,7
pas-4,1
rpb-3,0
C36B1.14,0
C36B1.13,3
C36B1.6,3
prp-4,1
dhfr-1,1
gls-1,1
C36B1.9,4
gska-3,9
imp-1,0
C36B1.11,1
DY3.8,1
tin-13,1
lmn-1,0
hlh-16,7
trt-1,1
pqn-26,2
mfb-1,2
sup-17,0
F36A2.3,4
F36A2.2,0
cids-2,0
phip-1,0
twk-30,2
F36A2.7,0
rps-15,7
F36A2.9,1
F36A2.10,3
F36A2.11,8
F36A2.14,10
F36A2.12,6
ubr-5,0
F29D10.1,4
F29D10.2,6
F29D10.3,6
hum-1,1
ztf-26,2
F55H12.7,3
F55H12.2,3
F55H12.5,3
snf-2,8
F55H12.3,2
F55H12.4,2
unc-29,2
T08G11.4,0
T08G11.1,1
T08G11.3,3
tsp-15,4
madd-4,7
fip-6,2
fipr-26,8
F53B6.4,6
F53B6.7,8
F53B6.13,4
F53B6.5,8
cutl-7,5
F32H2.11,3
snpc-4,0
mdt-31,0
spd-2,0
F32H2.10,4
thoc-3,1
fasn-1,0
F32H2.8,15
tba-6,7
F32H2.7,5
F32H2.6,4
F36F2.7,6
syx-7,0
fcp-1,1
rbpl-1,0
F36F2.8,7
F36F2.2,5
F36F2.1,13
tax-2,5
C31H5.1,5
acr-19,4
C31H5.7,4
C31H5.4,0
C31H5.6,5
C31H5.5,0
hgo-1,1
spe-46,5
W06D4.3,4
prmt-7,1
snx-3,4
rad-54,4
rsbp-1,0
chaf-1,0
T06D10.3,10
mef-2,2
gei-17,0
nduf-7,0
gld-4,4
ZK858.2,3
ZK858.8,10
clec-91,1
mel-26,1
ZK858.5,0
ZK858.6,1
ZK858.7,1
slc-36.4,3
H32K16.2,6
F25H5.7,2
F25H5.10,4
mrpl-54,0
clsp-1,1
eef-2,7
pyk-1,13
F25H5.8,3
F25H5.2,5
lim-9,0
aspm-1,1
C45G3.3,1
gip-2,1
aph-1,0
tat-5,0
ent-6,0
F36H2.4,8
F36H2.3,2
F14B4.1,7
hxk-1,2
rpoa-2,1
prom-1,6
F26H9.2,1
nmat-2,1
rab-5,0
uev-3,0
F26H9.5,1
uggt-2,4
hsp-70,0
cbl-1,4
lin-41,3
M04C9.2,9
M04C9.1,5
M04C9.3,1
M04C9.4,3
dyf-5,2
ppfr-1,1
rtcb-1,1
F16A11.1,1
C17E4.1,7
C17E4.19,7
C17E4.2,7
C17E4.20,7
marc-3,2
C17E4.4,4
C17E4.11,1
pabp-2,0
C17E4.6,0
nkb-1,0
C17E4.10,0
mec-8,0
F46A9.1,6
twk-29,2
skr-2,1
skr-1,7
calm-1,0
F30A10.14,12
F30A10.11,5
F30A10.13,3
F30A10.2,2
F30A10.12,11
F30A10.15,1
F30A10.4,5
stl-1,1
sac-1,0
F30A10.3,1
stn-1,0
F30A10.9,0
usp-48,1
smn-1,0
klp-16,1
C41G7.9,0
C41G7.3,4
set-32,3
ahr-1,2
C41G7.6,6
C41G7.7,7
C41G7.15,4
irx-1,0
swah-1,4
rig-5,7
C36F7.5,3
F42H11.1,2
lem-3,1
K07A1.17,4
K07A1.1,1
K07A1.13,4
dut-1,1
K07A1.3,0
K07A1.4,10
K07A1.5,3
K07A1.6,8
cri-1,8
aqp-9,2
K07A1.15,0
ile-1,0
ate-1,0
K07A1.10,0
rba-1,0
lin-53,0
nra-2,0
rps-19,7
T05F1.2,4
hsr-9,0
T05F1.4,1
T05F1.5,10
T05F1.7,3
T05F1.8,3
T05F1.15,12
T05F1.9,3
dhs-4,7
T05F1.13,0
T05F1.11,1
lab-1,3
asfl-1,4
C03D6.9,1
npp-14,1
cel-1,0
C03D6.1,6
rpl-24.2,0
C04F12.1,4
ikb-1,7
rpl-14,7
C04F12.5,2
C04F12.12,3
C04F12.7,2
C04F12.8,2
C04F12.16,8
rnh-1.3,6
fce-1,0
C16C2.4,0
ocrl-1,1
eat-16,0
ceh-5,7
gfi-2,0
K02A11.2,6
endu-1,13
K02A11.4,6
sur-6,0
F26E4.2,2
F26E4.3,2
F26E4.5,3
F26E4.4,1
F26E4.6,0
F26E4.7,7
gpx-1,1
drsh-1,1
tba-1,0
cco-1,7
hrdl-1,1
ncx-4,5
F35C12.3,2
Y67A6A.1,6
nhr-62,1
zig-1,0
ensa-1,0
K10C3.4,0
K10C3.5,1
nhr-49,0
inx-20,2
nhr-69,2
nas-5,3
oct-1,5
col-64,4
mom-4,0
lsl-1,2
ztf-11,0
F52F12.5,4
F52F12.8,6
F52F12.9,6
strl-1,7
Y106G6A.4,6
epg-8,0
dsbn-1,0
Y106G6A.1,1
sqv-5,1
T24D1.2,1
har-2,4
T24D1.3,3
tag-179,1
mom-5,1
tsp-7,7
T23D8.3,0
eif-3.C,0
sys-1,1
his-67,2
his-68,1
alg-5,4
cfi-1,2
C03C11.1,5
fog-3,10
F10G8.1,9
F10G8.2,3
eak-6,5
rae-1,0
ercc-1,1
ncs-2,0
nubp-1,0
F10G8.9,4
F10G8.8,0
B0379.7,8
B0379.1,13
mut-16,1
scpl-1,13
Y106G6D.1,4
Y106G6D.2,2
Y106G6D.3,8
Y106G6D.4,15
Y106G6D.8,4
Y106G6D.6,6
Y106G6D.5,1
Y106G6D.7,1
F16C3.1,5
F16C3.2,2
F16C3.3,2
F16C3.4,3
tag-72,1
C25A1.1,1
fkh-10,2
C25A1.4,0
fath-1,1
C25A1.16,0
nola-3,4
iars-2,4
clec-87,0
rsa-1,0
dao-5,0
lid-1,0
mrpl-34,1
aha-1,0
C25A1.15,10
Y106G6E.1,8
Y106G6E.4,1
ced-12,1
csnk-1,0
lin-11,7
ZC247.2,7
ZC247.1,0
wts-1,1
T20F10.2,0
T20F10.5,2
Y106G6G.6,2
Y106G6G.4,2
Y106G6G.2,2
Y106G6G.1,3
rps-7,7
ZC434.4,1
ZC434.10,3
ZC434.3,2
ears-1,0
aph-2,0
ZC434.7,0
ZC434.8,2
ZC434.9,4
sptf-1,7
ned-8,0
hpo-35,1
F45H11.5,1
maf-1,5
mgl-2,6
cup-2,0
tag-353,1
blmp-1,2
maph-1.2,4
F25D7.5,5
Y106G6H.1,2
pab-1,7
rpl-30,7
madf-10,1
pdpr-1,0
Y106G6H.6,1
sec-8,1
Y106G6H.8,1
Y106G6H.9,4
duo-3,1
Y106G6H.13,2
Y106G6H.14,1
ska-1,1
Y106G6H.16,0
row-1,0
mus-101,1
F37D6.3,4
F37D6.4,4
tag-68,2
che-13,7
F59C6.8,3
F59C6.16,4
F59C6.18,4
nlp-4,4
