,leiden
C39B5.10,3
srz-56,9
srd-67,5
fbxa-71,8
fbxa-43,10
fbxa-42,3
Y54F10BM.6,3
fbxa-48,8
Y54F10BM.3,3
fbxa-219,3
Y54F10BM.9,0
fbxa-1,5
Y54F10BM.20,9
fbxa-66,11
iffb-1,1
Y54F10BM.12,2
Y54F10BM.13,1
Y54F10BM.1,4
phf-5,0
gip-1,0
H04J21.1,5
H14E04.2,1
H14E04.3,5
cic-1,0
strm-1,2
mrpl-30,1
W04B5.5,1
W04B5.3,3
W04B5.2,0
E02H9.6,2
klo-2,3
nhr-121,5
E02H9.4,5
E02H9.3,3
E02H9.2,3
smg-6,0
Y54F10AL.1,0
Y54F10AM.8,1
Y54F10AM.6,7
rbc-2,1
Y54F10AM.5,0
ceh-44,0
feh-1,2
nhr-239,2
Y54F10AM.11,6
Y54F10AR.2,1
Y54F10AR.1,1
Y71H2B.8,3
apb-1,0
gpa-17,1
mdt-19,1
Y71H2B.11,4
Y71H2B.5,1
Y71H2B.4,7
ppfr-4,4
Y71H2B.2,0
Y71H2B.1,7
zmp-2,4
let-805,1
pbo-1,2
Y71H2AL.2,2
Y71H2AM.9,4
set-27,2
Y71H2AM.10,2
Y71H2AM.11,1
cosa-1,4
Y71H2AM.12,6
Y71H2AM.13,2
Y71H2AM.14,4
Y71H2AM.15,0
pho-9,2
swsn-3,0
laf-1,0
Y71H2AM.6,0
Y71H2AM.20,1
Y71H2AM.5,0
Y71H2AM.4,0
tbcc-1,1
twk-45,4
Y71H2AM.25,3
Y71H2AM.3,4
tufm-1,0
Y71H2AM.2,4
Y71H2AM.1,0
Y71H2AR.1,0
josd-1,1
H34I24.2,2
F56F11.4,2
klf-1,3
F56F11.2,2
F56F11.1,5
T20B6.3,2
cdh-1,2
R10F2.4,5
R10F2.6,9
H05C05.4,5
H05C05.1,1
H05C05.2,0
H05C05.3,8
Y55D5A.2,6
Y55D5A.3,2
Y55D5A.1,7
Y55D5A.4,3
daf-2,4
cutl-25,1
H06I04.5,4
fipr-29,8
H06I04.6,0
ubl-1,7
H06I04.3,0
sft-1,1
H06I04.1,0
Y53G8B.2,13
nipa-1,4
Y53G8B.1,1
mec-12,7
C44B11.4,5
C44B11.6,0
C44B11.1,2
R148.5,1
R148.4,4
R148.3,1
lmtr-5,1
mks-1,7
R148.7,3
heh-1,7
frm-8,2
H09G03.1,7
Y53G8AL.1,2
Y53G8AL.2,0
Y53G8AL.4,3
Y53G8AL.3,9
Y53G8AM.4,2
Y53G8AM.5,8
Y53G8AM.6,6
Y53G8AM.7,3
Y53G8AM.8,0
Y53G8AR.7,5
Y53G8AR.8,1
Y53G8AR.6,1
Y53G8AR.5,1
ral-1,0
Y53G8AR.9,1
phf-15,1
Y53G8AR.1,3
gei-1,4
prk-2,3
hecw-1,2
C56G7.3,1
mlc-4,0
cri-3,0
clpf-1,1
npp-9,1
F59A2.5,0
F59A2.2,1
golg-4,1
K01A11.2,1
K01A11.1,3
spe-41,6
K01A11.3,6
C34C12.12,4
C34C12.1,8
C34C12.2,0
C34C12.8,1
pph-6,1
C34C12.4,1
rsu-1,0
C34C12.9,3
C34C12.6,2
C34C12.7,2
gly-14,10
M01F1.9,1
M01F1.8,4
rpl-16,7
M01F1.3,0
M01F1.4,1
mrpl-35,1
hmit-1.3,2
pitp-1,1
rpl-37,1
C54C6.6,0
ben-1,0
C54C6.7,9
C54C6.5,5
C54C6.4,5
nhr-6,2
C48D5.3,3
ptp-1,7
sel-8,2
mrps-31,4
rilp-1,1
unc-93,13
madf-8,1
gsr-1,1
C46F11.5,0
C46F11.4,1
C46F11.6,0
npr-15,3
cyn-9,2
pdi-1,0
C14B1.2,1
C14B1.3,1
wdr-5.1,0
dph-1,1
alkb-8,1
nrde-1,1
C14B1.8,0
C14B1.12,4
C14B1.9,6
F34D10.9,6
evl-18,1
F34D10.3,0
F34D10.4,4
lin-48,2
F34D10.6,7
C44F1.1,4
gmeb-3,12
lec-4,2
acy-3,2
mtm-3,0
xbx-5,9
toh-1,2
dpy-27,0
amx-1,1
cnnm-5,4
C36A4.10,1
cyp-25A1,10
cyp-25A2,3
cyp-25A3,4
C36A4.11,4
C36A4.4,2
maph-1.3,7
cyp-25A4,1
brc-1,1
acs-19,1
rpl-3,7
tir-1,0
mmcm-1,0
pat-3,7
ccdc-47,0
ZK1058.3,1
ZK1058.5,4
nit-1,2
ZK1058.9,13
F37A8.1,5
F37A8.2,6
nlp-10,2
F37A8.5,2
R10E9.3,4
R10E9.2,3
msi-1,2
Y1A5A.1,6
C36E8.6,6
glb-11,2
C36E8.1,0
pxd-1,1
C36E8.4,1
tbb-2,0
snpc-3.4,0
tftc-5,1
T02C12.5,7
hum-5,2
rcq-5,1
his-69,9
his-70,6
unc-79,2
kin-19,0
C03C10.9,7
C03C10.5,7
C03C10.2,4
rnr-2,0
C03C10.7,6
rei-1,1
unc-103,1
wht-3,12
har-1,0
glod-4,1
C16C10.9,2
C01G12.16,3
C16C10.8,0
rnf-5,0
ccdc-55,0
rnf-121,0
C16C10.4,0
hrde-1,4
C16C10.13,3
C16C10.2,0
C16C10.1,4
lars-1,0
R74.2,2
R74.10,2
dnj-16,0
xbp-1,7
asd-1,0
pelo-1,1
R74.7,1
R74.8,0
phlp-2,2
mpk-1,0
F43C1.5,6
nhr-20,0
F43C1.7,9
mrpl-21,1
zhit-2,1
Y44F5A.1,1
T08A11.1,1
sftb-1,0
R10E4.1,0
sup-26,0
R10E4.3,6
mcm-5,0
nth-1,4
R10E4.6,6
R10E4.7,6
R10E4.11,4
R10E4.9,0
evl-14,0
dcn-1,1
tag-131,1
H38K22.6,6
H38K22.4,6
gly-6,1
cdk-12,1
B0285.3,0
B0285.4,1
hse-5,0
B0285.6,4
mnp-1,7
ckb-1,1
ckb-2,1
ckb-3,5
pals-26,3
B0284.3,4
pals-27,4
pals-28,10
R07E5.4,2
R07E5.5,9
R07E5.6,15
R07E5.17,7
snfc-5,0
rnp-4,0
prdx-3,0
R07E5.1,1
mpc-1,0
R07E5.11,1
pdcd-2,0
R07E5.7,0
cku-80,1
C28A5.6,6
C28A5.1,7
C28A5.2,4
nex-3,2
ceh-43,0
ndg-4,4
F56F3.4,4
ifet-1,0
rps-1,7
ins-17,2
cpg-1,3
atf-7,0
cct-5,0
F25F2.1,3
cdh-4,0
ugt-62,2
mrps-34,1
cisd-3.1,1
M88.3,3
M88.4,2
zbp-1,1
pan-1,0
mlcd-1,1
idhg-1,0
sel-5,0
wdr-48,1
F35G12.12,0
F35G12.5,4
F35G12.7,0
smc-4,0
F35G12.11,0
apc-11,0
asb-1,1
sel-2,0
mab-21,7
lips-3,2
F10F2.2,3
lron-5,2
clec-153,12
pqn-29,3
T23F11.6,2
ppm-2,0
T23F11.2,8
cdka-1,2
T23F11.4,0
T23F11.11,9
srg-13,6
srg-10,5
tag-243,13
ppat-1,2
T04A8.6,1
T04A8.8,1
T04A8.7,1
dnj-18,1
sel-13,1
clp-2,1
mrpl-16,1
tag-189,1
T04A8.13,6
T04A8.18,2
him-18,4
emb-5,0
acy-1,0
F17C8.3,2
F17C8.9,2
F17C8.7,3
ras-2,2
twk-6,9
col-89,2
VB0393L.2,8
B0393.8,8
rps-0,7
rbg-3,1
B0393.3,0
B0393.4,9
B0393.5,2
B0393.7,5
B0393.9,2
B0393.6,3
enu-3.2,1
mel-28,0
C38D4.4,3
tag-325,0
C38D4.9,1
pal-1,7
C38D4.7,4
arl-6,2
F26A1.6,4
F26A1.4,4
F26A1.8,2
F26A1.9,3
F26A1.3,2
nspd-9,11
F26A1.19,5
acbp-7,2
clec-157,4
fkh-5,4
F26A1.13,1
F26A1.14,4
F26A1.1,0
ced-4,0
C35D10.8,4
C35D10.7,1
C35D10.6,1
C35D10.10,0
C35D10.5,1
coq-8,1
C35D10.17,0
msd-4,10
C35D10.3,6
gipc-1,2
C35D10.12,2
C35D10.13,1
arx-6,0
C35D10.1,0
clec-5,9
clec-6,15
F26F4.5,4
F26F4.6,0
nhl-2,4
tag-340,1
kbp-2,0
F26F4.8,0
rom-1,4
F26F4.12,1
F26F4.9,0
F26F4.2,6
cee-1,1
rars-1,0
rpb-8,1
ula-1,0
mmab-1,0
set-2,0
C26E6.12,0
eri-9,1
mrps-18C,0
fsn-1,0
rpb-2,0
ntl-9,0
flh-2,0
C26E6.1,10
C27F2.4,0
vps-22,0
C27F2.9,0
nca-2,2
C27F2.6,5
C27F2.7,2
C27F2.10,0
C27F2.1,7
C27F2.8,0
smcr-8,1
R144.10,4
R144.6,1
R144.12,0
R144.11,1
larp-1,0
wip-1,1
mdt-11,0
R144.3,0
R144.13,1
pcf-11,1
R144.19,11
klp-6,2
C45G9.6,2
nlp-43,2
C45G9.14,7
C45G9.7,1
C45G9.5,1
C45G9.8,9
C45G9.9,6
C45G9.10,15
C45G9.4,3
C45G9.11,5
C45G9.2,0
C45G9.12,12
C45G9.1,11
alh-1,2
tag-174,0
cah-1,2
F54D8.6,0
dpy-17,0
sax-2,0
tbx-2,7
Y54H5A.2,0
tag-262,0
Y54H5A.1,1
oxy-4,1
T10F2.5,0
gars-1,1
T10F2.2,4
ulp-1,1
prp-19,0
K10D2.5,0
emb-1,1
cid-1,1
pup-2,1
K10D2.8,3
K10D2.1,1
K10D2.7,1
emb-8,1
morc-1,1
syx-16,0
ZC155.4,4
cutl-19,2
ZC155.2,5
nex-1,2
C34E10.10,1
atp-2,7
prmt-5,1
mrps-26,0
prx-10,1
cnd-1,7
sumv-1,1
gop-1,1
gop-2,0
gop-3,0
C34E10.9,6
hap-1,1
gro-1,1
ZC395.5,4
ztf-8,1
ZC395.10,0
toc-1,1
clk-1,1
T15B12.1,2
T15B12.2,3
F52C9.5,2
mog-3,0
pqe-1,0
F52C9.3,0
sorf-2,1
ZK121.2,2
glrx-21,0
thoc-5,0
Y32H12A.9,8
Y32H12A.1,5
dhs-9,2
szy-2,0
paqr-2,1
Y32H12A.6,1
Y32H12A.7,0
Y32H12A.8,0
W03A5.2,4
W03A5.1,4
grl-22,5
dnj-24,0
W03A5.6,0
T24G10.2,0
disl-2,4
skpt-1,0
F48E8.8,0
paa-1,0
F48E8.4,1
F48E8.3,0
F48E8.2,4
lon-1,6
R02F2.5,6
R02F2.7,1
R02F2.4,4
osg-1,7
R02F2.8,10
R02F2.9,0
R02F2.1,0
D1044.7,7
pqn-25,5
nekl-4,5
dex-1,1
D1044.6,1
D1044.1,4
F09F7.5,3
F09F7.6,2
F09F7.7,0
hach-1,1
rpc-2,0
mlc-3,7
nspb-12,2
molo-1,2
F56D2.5,4
F56D2.8,5
uev-2,5
F56D2.3,7
F56D2.2,4
ddx-15,0
ucr-1,0
ced-6,1
C05D2.10,0
madf-11,0
xnd-1,4
C05D2.8,6
bas-1,2
basl-1,3
daf-4,2
ckk-1,2
sdz-21,2
F54E7.6,1
par-3,0
F54E7.9,0
ska-3,1
rps-12,7
pst-2,1
rcan-1,1
abi-1,1
B0336.5,0
B0336.13,0
B0336.7,0
lgg-3,1
rgs-5,0
swp-1,1
rpl-23,7
hpo-28,7
B0336.12,6
B0336.3,0
arf-1.2,0
wrm-1,0
egg-1,3
B0244.9,6
B0244.7,15
B0244.10,3
B0244.6,3
B0244.16,5
B0244.15,12
B0244.5,3
B0244.4,3
ida-1,0
B0244.11,3
cutl-23,2
Y37B11A.2,4
Y37B11A.3,1
polq-1,4
ceh-10,7
him-10,1
R12B2.3,2
R12B2.2,0
R12B2.7,9
sma-4,4
R12B2.8,0
mdt-15,0
R12B2.6,4
W04D12.1,6
ddx-23,0
cct-6,0
alh-9,1
dpf-4,1
dnpp-1,1
rabn-5,0
eng-1,1
F01F1.15,0
F01F1.11,0
F01F1.3,3
aldo-2,0
mig-21,11
F01F1.2,1
hpo-10,0
F01F1.14,10
C28H8.5,5
C28H8.7,6
C28H8.8,6
pxl-1,13
dpff-1,0
C28H8.4,0
C28H8.3,0
tdo-2,4
C28H8.2,3
dnc-2,0
bcl-7,0
zmp-1,4
EGAP1.1,5
ubq-1,7
F25B5.5,0
F25B5.6,0
F25B5.3,13
nono-1,0
nop-1,0
dct-6,1
mlp-1,7
frm-2,0
T04C9.1,0
gcna-1,0
eftu-2,0
npp-10,0
cyk-3,1
tbx-7,7
ZK328.6,2
ZK328.7,7
F40H6.2,3
tbx-11,1
F40H6.5,5
F40H6.1,3
mapk-15,2
attf-4,0
wht-1,4
C05D10.4,1
nmt-1,0
kin-18,1
mvk-1,0
wht-7,4
Y42G9A.3,2
Y42G9A.2,2
Y42G9A.1,2
anmt-2,2
nfm-1,1
F42A10.9,4
efk-1,0
F42A10.5,1
abcf-3,1
F42A10.6,3
F42A10.7,3
nas-28,4
C23G10.5,2
C23G10.6,3
C23G10.7,1
rpn-2,0
C23G10.8,0
rps-3,7
C23G10.2,1
C23G10.1,10
C23G10.10,5
C23G10.11,8
hot-4,2
esyt-2,2
T12A2.5,3
T12A2.3,6
T12A2.6,12
bcas-2,0
gen-1,1
stt-3,0
T12A2.1,2
srg-9,5
srg-1,8
srg-2,5
srg-4,5
srg-5,5
srg-6,5
srg-7,2
srg-3,3
C18F10.2,12
C18F10.7,1
hmg-1.2,7
gadr-3,1
F47D12.6,2
F47D12.7,3
F47D12.3,2
F47D12.9,1
gar-2,2
C56G2.5,2
C56G2.4,0
let-767,0
rpn-13,1
C56G2.9,2
C56G2.3,4
akap-1,1
C56G2.15,0
thoc-2,0
rps-13,7
nfx-1,1
C16A3.6,0
C16A3.5,7
C16A3.4,0
let-716,0
C16A3.2,1
smrc-1,1
oatr-1,2
let-756,2
C05D11.5,1
nas-4,3
atgl-1,1
C05D11.8,4
C05D11.9,0
mrps-17,1
txdc-9,0
vps-16,1
C05D11.1,1
mel-32,0
C05D11.13,1
let-721,0
T26A5.6,1
set-1,0
jhdm-1,0
algn-1,1
T26A5.8,1
dlc-1,7
nduf-2.2,4
T26A5.2,3
wht-6,3
zip-8,1
F23F12.8,3
rpt-3,1
srb-11,10
F23F12.13,3
sdz-15,3
F23F12.12,3
acr-5,6
C09E7.10,5
oig-1,2
pqn-10,5
srxa-5,3
C09E7.4,1
C09E7.5,15
C09E7.7,1
C09E7.8,4
F27B3.6,3
acr-21,14
ddo-3,3
F20H11.1,1
let-765,1
mdh-2,13
F20H11.4,4
srh-40,5
ctsa-2,3
Y40D12A.1,1
C13B9.2,4
copd-1,0
pdfr-1,2
rbf-1,2
isw-1,0
F37A4.6,5
F37A4.5,8
F37A4.4,3
F37A4.3,1
bath-41,1
F37A4.2,0
F37A4.1,0
wdr-4,1
Y102E9.5,2
odr-4,7
Y102E9.3,10
Y102E9.6,9
dig-1,13
R05H11.1,1
R05H11.2,2
lim-8,2
F28F5.4,2
F28F5.6,2
ten-1,0
dhhc-5,3
srv-1,4
zak-1,2
sma-3,4
cra-1,1
kbp-1,0
K04C2.8,4
K04C2.3,0
K04C2.7,3
med-2,8
brd-1,0
K04C2.2,0
K04C2.5,4
T07E3.4,4
brc-2,1
T07E3.3,4
T07E3.2,10
pdf-1,7
flap-1,0
inf-1,0
byn-1,0
F57B9.8,2
coq-2,1
F57B9.3,3
abu-13,2
let-711,0
rpn-6.1,0
F57B9.1,0
panl-2,0
F31E3.12,7
eef-1A.1,7
rfc-4,0
F31E3.2,1
ceh-20,0
F31E3.6,1
prk-1,2
C06E8.5,10
lgc-38,2
col-8,10
rfl-1,1
cyk-1,1
R01H2.7,2
egg-2,9
R01H2.4,4
ger-1,0
ubc-18,0
R01H2.8,7
tmem-17,7
lin-37,0
ZK418.5,0
ZK418.13,4
ZK418.6,4
ZK418.7,5
tofu-7,4
ZK418.9,0
ZK418.10,5
ZK418.2,5
nhr-9,5
ZK418.11,5
cpg-2,5
odd-1,4
B0280.7,2
nhr-10,1
B0280.9,1
rpia-1,1
B0280.2,3
B0280.13,3
pot-1,1
ggtb-1,0
B0280.17,6
B0280.11,3
glr-2,7
ogt-1,0
nuo-4,0
rnp-7,0
syf-2,0
K04G7.1,1
acs-4,0
srb-7,3
rps-14,7
rpl-36,7
F37C12.3,0
epg-4,0
F37C12.1,0
F37C12.14,5
F37C12.10,6
F37C12.21,4
rps-21,0
mec-14,5
F37C12.18,9
exos-9,0
pfd-5,0
dpy-31,1
rpl-6,7
R151.2,1
R151.1,2
R151.6,0
hsp-75,0
R151.8,0
R151.10,1
adr-2,0
T20H4.5,0
pars-1,0
T20H4.2,3
osm-10,7
zmp-6,5
B0361.4,5
psd-1,1
B0361.6,1
B0361.11,9
B0361.3,0
pho-5,1
ykt-6,1
algn-11,1
B0361.2,1
B0361.9,1
acbp-4,3
F56C9.6,4
F56C9.3,4
F56C9.7,2
F56C9.8,7
F56C9.11,1
F56C9.10,0
gsp-2,0
kap-1,0
F08F8.6,2
F08F8.7,0
gos-28,0
F08F8.9,0
F08F8.10,1
F08F8.4,4
hmgr-1,1
F08F8.11,6
T20B12.4,12
mml-1,1
T20B12.7,0
hmg-4,0
T20B12.3,1
tbp-1,0
trd-1,1
lgc-50,2
alh-12,13
Y69F12A.1,3
mls-1,1
fipr-20,11
H14A12.3,0
fum-1,0
H14A12.5,12
mup-4,2
cgh-1,1
C07H6.9,4
C07H6.4,0
cls-1,2
clk-2,4
cux-7,0
lig-4,1
lin-39,7
ceh-13,7
lgc-12,9
ttr-32,6
R13A5.7,1
rpl-9,7
lpd-7,0
R13A5.9,2
R13A5.10,3
cup-5,1
R13A5.15,2
R13A5.11,7
T04A6.2,6
T04A6.1,5
fbn-1,1
upp-1,2
baz-2,0
ZK783.7,4
C18H2.1,3
lin-13,0
C03B8.3,4
C03B8.2,6
ncl-1,0
ZK112.5,7
ZK112.6,7
cdh-3,1
pcp-1,1
mtx-2,0
ZK686.2,1
ZK686.5,4
ZK686.3,0
snu-23,0
ZK686.6,3
ZK686.1,1
bath-15,4
mab-5,7
cyk-7,2
egl-5,1
egl-45,0
ZK652.6,1
ceh-23,2
ZK652.8,2
rpl-35,7
tag-307,1
coq-5,1
ufm-1,0
tomm-7,0
cuc-1,0
snr-5,0
slc-17.3,3
cup-4,1
tyr-1,8
sup-18,5
ZK688.9,1
ZK688.11,0
ZK688.5,1
fahd-1,0
ZK688.4,6
best-24,3
pcp-5,0
ZK688.1,4
ZK688.7,1
ZK688.12,6
gly-3,0
tag-250,1
C29E4.14,8
C29E4.17,6
C29E4.13,1
npp-15,1
ran-2,1
C29E4.10,5
C29E4.12,0
kle-2,0
gsto-1,8
col-90,4
let-754,1
C29E4.15,1
C29E4.9,4
C29E4.11,1
F54H12.2,6
F54H12.8,2
F54H12.7,6
F54H12.5,1
eef-1B.1,7
aco-2,0
C06G4.4,3
clp-1,0
C06G4.1,1
npr-17,2
C06G4.6,2
cit-1.1,1
cit-1.2,1
F44B9.5,0
lin-36,0
F44B9.2,13
mdt-30,1
F44B9.8,1
F44B9.9,3
F44B9.10,9
dpf-6,3
K12H4.6,6
K12H4.5,0
K12H4.4,0
K12H4.3,0
K12H4.2,1
K12H4.7,2
pros-1,7
dcr-1,0
apc-2,0
K06H7.7,1
grp-1,1
vms-1,1
idi-1,1
K06H7.2,1
K06H7.8,5
K06H7.1,5
plk-1,0
C14B9.3,2
gei-8,0
rpl-21,7
C14B9.10,0
C14B9.2,7
hsp-12.2,7
C14B9.8,0
mrpl-18,1
D2007.2,2
D2007.1,2
atg-13,0
cil-1,4
bath-42,0
prp-8,0
C50C3.5,3
C50C3.2,5
C50C3.19,9
C50C3.1,3
unc-36,0
snb-5,9
C30A5.10,2
unc-86,7
C30A5.16,3
C30A5.4,4
mob-4,0
rfs-1,6
fbxl-1,0
henn-1,1
C02F5.14,2
C02F5.5,3
tsp-2,4
tsp-1,4
C02F5.12,0
pbs-6,1
cids-1,1
C02F5.3,0
C02F5.13,0
C02F5.10,4
C02F5.2,2
knl-1,0
F09G8.5,0
ncr-2,6
col-91,3
mrps-9,0
F09G8.7,4
crn-7,1
mps-4,5
clec-160,3
mig-10,0
F10E9.7,1
F10E9.5,0
F10E9.4,1
F10E9.3,1
F10E9.2,3
sas-4,0
F10E9.11,0
F10E9.10,2
F10E9.1,2
F10E9.12,10
iglr-2,0
mrps-18A,0
ZC262.2,0
ZC262.4,3
ZC262.7,3
unc-116,0
R05D3.8,0
rfp-1,0
R05D3.9,1
R05D3.3,3
R05D3.2,0
met-2,1
R05D3.12,1
ZK353.4,8
ZK353.10,5
ZK353.2,3
lap-1,0
cutc-1,0
ubxn-4,0
cyy-1,0
ZK353.9,1
sor-1,1
cec-1,0
ZK1236.1,1
ZK1236.5,1
ZK1236.9,2
pqn-96,1
ufbp-1,1
hsp-110,0
rpn-3,0
mrpl-32,0
mig-39,2
F42H10.6,1
F42H10.3,2
ess-2,1
F42H10.2,1
pac-1,0
ZC21.8,3
ZC21.3,7
ZC21.10,4
trp-1,5
ZC21.6,3
C02D5.4,1
gsto-2,6
C02D5.2,0
acdh-6,2
doxa-1,4
glr-1,7
fip-3,9
fipr-16,10
C06E1.7,5
ztf-30,2
C06E1.1,0
C06E1.9,1
rha-2,1
C06E1.11,2
C13G5.2,1
ceh-16,2
polk-1,0
gpr-1,1
dnj-10,1
twk-7,2
fip-1,6
F22B7.3,12
flp-23,9
F22B7.9,2
dpy-19,1
F22B7.1,3
pgl-2,4
fli-1,0
anmt-1,0
B0303.3,0
B0303.4,0
B0303.7,0
sdz-1,4
vps-33.1,1
B0303.11,3
B0303.16,5
B0303.14,2
mrpl-11,0
hipr-1,1
ZK370.4,0
pdhk-2,0
ZK370.6,2
ugtp-1,1
sma-2,4
ZK370.8,4
aak-1,4
mig-22,0
mtss-1,0
K02D10.1,0
K02D10.2,5
K02D10.3,4
snap-29,0
K02D10.4,2
K02D10.8,4
ztf-1,4
F54F2.14,2
zfp-1,0
F54F2.7,1
prx-19,1
pat-2,7
F54F2.9,1
F44E2.3,0
F44E2.10,2
F44E2.4,1
F44E2.6,0
F44E2.7,0
F44E2.8,1
F44E2.9,1
K01F9.2,1
svop-1,0
ZK637.2,1
ZK637.14,0
lnkn-1,0
ZK637.4,4
asna-1,0
lin-9,1
unc-32,0
tpk-1,4
trxr-2,1
cdc-25.3,3
ZK637.12,3
glb-1,7
ZK643.7,10
arrd-15,0
seb-2,2
ZK643.5,1
ZK643.2,0
ZK643.6,3
grl-25,2
R08D7.1,1
R08D7.2,1
eif-3.D,0
R08D7.4,0
R08D7.5,0
pde-2,0
R08D7.7,2
skat-1,1
F59B2.3,1
rpn-6.2,4
F59B2.15,8
zif-1,4
rab-6.1,1
F59B2.8,0
F59B2.9,0
F59B2.12,11
F59B2.14,3
F59B2.13,5
nac-2,1
R107.2,1
ikke-1,1
R107.5,1
cls-2,1
gst-1,0
lin-12,0
F02A9.7,5
F02A9.1,5
far-1,7
far-2,2
F02A9.4,0
glp-1,4
ZK507.1,6
ZK507.3,8
dos-1,2
cya-1,0
ZK512.1,0
grl-11,1
ced-11,1
sec-16,0
ZK512.10,10
eat-4,5
ZK512.7,8
ZK512.2,0
ZK512.11,0
ZK512.4,1
ZK512.8,8
nhl-1,7
irld-34,5
ptr-9,2
dgk-3,5
ina-1,0
tax-4,2
ZC84.7,7
cls-3,0
ZC84.6,2
ZC84.1,2
npr-29,2
rnr-1,0
T23G5.3,1
T23G5.2,0
saeg-2,1
dat-1,5
T02C1.1,0
T02C1.2,4
M01A8.1,2
clip-1,0
fozi-1,2
K01B6.4,2
K01B6.3,3
srx-45,2
C40H1.8,5
C40H1.2,3
C40H1.9,3
cpb-1,3
C40H1.7,3
C40H1.3,3
ttr-5,13
ufc-1,0
elo-4,2
emb-9,7
K04H4.2,2
K04H4.5,3
flp-25,5
crn-6,4
tkr-1,2
C38C10.3,8
slc-17.2,0
gpr-2,1
rgr-1,0
nlp-48,7
T26G10.1,0
T26G10.9,3
T26G10.5,5
cpar-1,4
emb-30,0
F54C8.1,6
F54C8.4,0
F54C8.6,2
F54C8.7,0
rheb-1,1
spk-1,0
B0464.6,1
B0464.9,1
baf-1,0
tag-342,1
bre-3,1
nlp-36,2
dars-1,0
ctr-9,0
sod-4,4
vha-14,0
F55H2.5,2
F55H2.7,1
F55H2.8,6
clu-1,0
ZK1098.1,0
mrps-23,0
trpp-3,0
ZK1098.6,2
ZK1098.2,1
ZK1098.3,1
mut-7,4
eif-2Balpha,1
ZK1098.9,4
ZK1098.12,3
unc-16,0
ZK1098.11,1
C48B4.6,3
C48B4.7,3
C48B4.8,3
C48B4.9,4
C48B4.10,4
C48B4.11,3
C48B4.13,5
ced-7,1
C48B4.3,0
acox-1.5,2
rom-2,5
C48B4.12,5
F58A4.1,9
F58A4.2,4
clec-161,3
bbs-4,7
pri-1,0
F58A4.6,1
hcp-3,1
hlh-11,2
tbg-1,1
rpac-19,0
ubc-7,1
gei-13,0
C15H7.3,10
C15H7.4,3
C07A9.9,1
ugt-60,4
C07A9.13,3
C07A9.5,5
C07A9.10,14
best-5,6
set-3,1
bud-31,0
tlk-1,0
ncx-7,3
C07A9.12,2
dao-6,2
pqm-96,6
hlh-4,7
T05G5.1,0
iff-1,0
cdk-1,0
T05G5.4,6
T05G5.5,7
ech-6,0
vps-53,0
gcc-2,1
rmd-1,1
cbp-1,0
usp-46,1
sqv-3,4
vha-1,0
vha-2,7
R10E11.6,1
R10E11.5,5
R10E11.9,2
mcm-6,0
srxa-10,5
ZK632.2,1
riok-3,0
ZK632.4,1
ZK632.5,4
ZK632.14,1
cnx-1,0
panl-3,0
arl-5,1
lin-52,0
ZK632.9,0
ZK632.10,0
ZK632.11,1
ZK632.12,1
K11H3.4,6
K11H3.8,6
K11H3.5,5
K11H3.2,3
mrpl-36,2
K11H3.3,1
gpdh-2,0
twk-48,2
dhhc-4,0
ZK757.1,2
ZK757.2,2
ZK757.10,5
alg-4,6
mam-7,3
cyld-1,1
F40F12.9,3
F40F12.7,2
F40F12.3,11
cbp-2,3
ttr-3,0
ttr-2,1
ttr-1,2
K03H1.5,2
K03H1.9,3
K03H1.12,6
gln-2,5
K03H1.7,1
K03H1.13,0
K03H1.11,1
mog-1,1
alx-1,0
R10E12.2,0
C05B5.12,3
C05B5.1,6
C05B5.4,4
pqn-8,2
C05B5.5,5
C05B5.11,9
C05B5.8,2
fbxa-155,9
C05B5.16,5
rgs-1,1
ins-21,9
ins-22,5
ins-23,0
M04D8.5,9
M04D8.8,8
xbx-3,5
M04D8.7,5
T16G12.1,2
T16G12.3,3
T16G12.10,9
T16G12.4,1
T16G12.8,0
T16G12.12,6
ekl-6,0
T16G12.6,1
T16H12.3,1
T16H12.1,9
T16H12.13,11
T16H12.2,3
hal-2,4
T16H12.4,1
bath-43,0
kel-10,6
T16H12.9,3
vps-29,0
ZK1128.1,0
mett-10,1
ZK1128.3,2
ZK1128.4,1
ham-3,0
ttll-4,0
ZK1128.7,2
K08E5.6,15
K08E5.1,5
nac-3,2
K08E5.5,4
mua-3,1
unc-47,2
epac-1,2
dod-6,7
T20G5.8,7
T20G5.13,4
T20G5.12,1
chc-1,0
T20G5.9,0
blos-1,1
best-18,1
cts-1,0
rde-4,1
T20G5.14,0
Y70G10A.2,12
Y70G10A.3,8
div-1,0
cor-1,13
R01H10.4,2
rip-1,2
bbs-5,7
R01H10.7,4
cnk-1,1
pad-2,1
K10G9.2,2
vglu-2,7
ostf-4,8
vglu-3,3
T07A5.1,3
T07A5.7,8
unc-50,1
T07A5.5,1
unc-69,7
sas-7,0
nex-2,1
T07C4.12,1
jmjd-4,8
mev-1,0
ced-9,1
ttr-15,5
tbx-9,4
tbx-8,4
T07C4.3,1
spp-1,4
umps-1,4
tbc-8,2
C38H2.2,2
C38H2.3,5
M03C11.9,8
M03C11.1,0
chl-1,4
M03C11.3,1
hat-1,1
ymel-1,1
M03C11.6,4
prp-3,0
M03C11.8,1
enu-3.1,1
