,leiden
C39B5.2,0
C39B5.10,3
srz-56,10
srd-67,5
fbxa-71,6
fbxa-43,9
fbxa-42,5
Y54F10BM.6,2
fbxa-48,9
Y54F10BM.3,2
fbxa-219,2
Y54F10BM.9,0
fbxa-1,5
Y54F10BM.20,10
fbxa-66,11
iffb-1,0
Y54F10BM.12,3
Y54F10BM.13,0
Y54F10BM.1,1
phf-5,4
gip-1,0
H04J21.1,5
H14E04.2,1
H14E04.3,5
cic-1,4
strm-1,1
mrpl-30,0
W04B5.5,0
W04B5.3,2
W04B5.2,4
E02H9.6,3
klo-2,3
nhr-121,5
E02H9.4,5
E02H9.3,2
E02H9.2,2
smg-6,7
Y54F10AL.1,0
Y54F10AM.8,1
Y54F10AM.6,8
rbc-2,1
Y54F10AM.5,7
ceh-44,4
feh-1,1
nhr-239,3
Y54F10AM.11,11
Y54F10AR.2,0
Y54F10AR.1,1
Y71H2B.8,11
apb-1,4
gpa-17,1
mdt-19,0
Y71H2B.11,1
Y71H2B.5,1
Y71H2B.4,7
ppfr-4,1
Y71H2B.2,0
Y71H2B.1,8
zmp-2,1
let-805,1
pbo-1,1
Y71H2AL.2,3
Y71H2AM.9,1
set-27,1
Y71H2AM.10,8
Y71H2AM.11,0
cosa-1,2
Y71H2AM.12,2
Y71H2AM.13,1
Y71H2AM.14,2
Y71H2AM.15,1
pho-9,3
swsn-3,0
laf-1,0
Y71H2AM.6,0
Y71H2AM.20,0
Y71H2AM.5,7
Y71H2AM.4,7
tbcc-1,0
twk-45,2
Y71H2AM.25,2
Y71H2AM.3,1
tufm-1,7
Y71H2AM.2,1
Y71H2AM.1,0
Y71H2AR.1,0
josd-1,1
H34I24.2,3
F56F11.4,3
klf-1,2
F56F11.2,1
F56F11.1,5
T20B6.3,1
cdh-1,8
R10F2.4,3
R10F2.6,10
H05C05.4,8
H05C05.1,1
H05C05.2,0
H05C05.3,6
Y55D5A.2,6
Y55D5A.3,1
Y55D5A.1,4
Y55D5A.4,3
daf-2,1
cutl-25,1
H06I04.5,2
fipr-29,6
H06I04.6,7
ubl-1,7
H06I04.3,4
sft-1,0
H06I04.1,4
Y53G8B.2,7
nipa-1,1
Y53G8B.1,1
mec-12,8
C44B11.4,5
C44B11.6,7
C44B11.1,3
R148.5,1
R148.4,2
R148.3,0
lmtr-5,1
mks-1,8
R148.7,2
heh-1,1
frm-8,8
H09G03.1,1
Y53G8AL.1,3
Y53G8AL.2,7
Y53G8AL.4,2
Y53G8AL.3,10
Y53G8AM.4,3
Y53G8AM.5,6
Y53G8AM.6,11
Y53G8AM.7,3
Y53G8AM.8,0
Y53G8AR.7,5
Y53G8AR.8,0
Y53G8AR.6,0
Y53G8AR.5,0
ral-1,4
Y53G8AR.9,0
phf-15,0
Y53G8AR.1,2
gei-1,1
prk-2,2
hecw-1,3
C56G7.3,1
mlc-4,0
cri-3,7
clpf-1,0
npp-9,1
F59A2.5,0
F59A2.2,0
golg-4,0
K01A11.2,0
K01A11.1,2
spe-41,6
K01A11.3,6
C34C12.12,2
C34C12.1,9
C34C12.2,0
C34C12.8,1
pph-6,1
C34C12.4,1
rsu-1,7
C34C12.9,2
C34C12.6,1
C34C12.7,2
gly-14,11
M01F1.9,1
M01F1.8,1
rpl-16,7
M01F1.3,7
M01F1.4,1
mrpl-35,1
hmit-1.3,1
pitp-1,1
rpl-37,1
C54C6.6,4
ben-1,4
C54C6.7,10
C54C6.5,5
C54C6.4,5
nhr-6,3
C48D5.3,2
ptp-1,1
sel-8,1
mrps-31,1
rilp-1,1
unc-93,7
madf-8,0
gsr-1,0
C46F11.5,7
C46F11.4,0
C46F11.6,4
npr-15,3
cyn-9,1
pdi-1,4
C14B1.2,0
C14B1.3,0
wdr-5.1,4
dph-1,0
alkb-8,0
nrde-1,0
C14B1.8,4
C14B1.12,1
C14B1.9,2
F34D10.9,2
evl-18,0
F34D10.3,4
F34D10.4,1
lin-48,3
F34D10.6,8
C44F1.1,1
gmeb-3,14
lec-4,3
acy-3,1
mtm-3,4
xbx-5,10
toh-1,1
dpy-27,4
amx-1,0
cnnm-5,2
C36A4.10,1
cyp-25A1,9
cyp-25A2,5
cyp-25A3,2
C36A4.11,1
C36A4.4,1
maph-1.3,3
cyp-25A4,1
brc-1,1
acs-19,0
rpl-3,7
tir-1,4
mmcm-1,7
pat-3,7
ccdc-47,4
ZK1058.3,1
ZK1058.5,1
nit-1,1
ZK1058.9,7
F37A8.1,5
F37A8.2,6
nlp-10,3
F37A8.5,3
R10E9.3,1
R10E9.2,2
msi-1,3
Y1A5A.1,2
C36E8.6,9
glb-11,1
C36E8.1,4
pxd-1,0
C36E8.4,1
tbb-2,4
snpc-3.4,4
tftc-5,0
T02C12.5,8
hum-5,8
rcq-5,1
his-69,10
his-70,6
unc-79,3
kin-19,4
C03C10.9,4
C03C10.5,4
C03C10.2,1
rnr-2,4
C03C10.7,2
rei-1,0
unc-103,1
wht-3,14
har-1,7
glod-4,0
C16C10.9,3
C01G12.16,2
C16C10.8,0
rnf-5,0
ccdc-55,4
rnf-121,4
C16C10.4,0
hrde-1,2
C16C10.13,2
C16C10.2,0
C16C10.1,1
lars-1,0
R74.2,8
R74.10,1
dnj-16,0
xbp-1,4
asd-1,0
pelo-1,0
R74.7,0
R74.8,4
phlp-2,1
mpk-1,7
F43C1.5,2
nhr-20,0
F43C1.7,11
mrpl-21,0
zhit-2,0
Y44F5A.1,0
T08A11.1,0
sftb-1,0
R10E4.1,4
sup-26,4
R10E4.3,2
mcm-5,4
nth-1,1
R10E4.6,6
R10E4.7,2
R10E4.11,1
R10E4.9,0
evl-14,4
dcn-1,0
tag-131,0
H38K22.6,6
H38K22.4,6
gly-6,1
cdk-12,0
B0285.3,4
B0285.4,0
hse-5,0
B0285.6,2
mnp-1,4
ckb-1,1
ckb-2,0
ckb-3,5
pals-26,2
B0284.3,1
pals-27,2
pals-28,2
R07E5.4,3
R07E5.5,10
R07E5.6,6
R07E5.17,0
snfc-5,4
rnp-4,4
prdx-3,7
R07E5.1,0
mpc-1,0
R07E5.11,1
pdcd-2,4
R07E5.7,0
cku-80,1
C28A5.6,9
C28A5.1,1
C28A5.2,1
nex-3,3
ceh-43,4
ndg-4,1
F56F3.4,2
ifet-1,0
rps-1,7
ins-17,1
cpg-1,2
atf-7,4
cct-5,7
F25F2.1,2
cdh-4,4
ugt-62,3
mrps-34,1
cisd-3.1,0
M88.3,2
M88.4,3
zbp-1,0
pan-1,4
mlcd-1,1
idhg-1,4
sel-5,0
wdr-48,0
F35G12.12,0
F35G12.5,1
F35G12.7,4
smc-4,0
F35G12.11,4
apc-11,4
asb-1,0
sel-2,0
mab-21,4
lips-3,8
F10F2.2,2
lron-5,3
clec-153,14
pqn-29,3
T23F11.6,3
ppm-2,7
T23F11.2,6
cdka-1,8
T23F11.4,0
T23F11.11,10
srg-13,6
srg-10,5
tag-243,7
ppat-1,3
T04A8.6,0
T04A8.8,0
T04A8.7,1
dnj-18,1
sel-13,0
clp-2,0
mrpl-16,1
tag-189,0
T04A8.13,2
T04A8.18,3
him-18,1
emb-5,4
acy-1,8
F17C8.3,7
F17C8.9,1
F17C8.7,2
ras-2,1
twk-6,10
col-89,1
VB0393L.2,6
B0393.8,6
rps-0,7
rbg-3,0
B0393.3,4
B0393.4,10
B0393.5,1
B0393.7,5
B0393.9,3
B0393.6,2
enu-3.2,1
mel-28,0
C38D4.4,2
tag-325,0
C38D4.9,0
pal-1,4
C38D4.7,2
arl-6,3
F26A1.6,1
F26A1.4,1
F26A1.8,3
F26A1.9,3
F26A1.3,3
nspd-9,11
F26A1.19,5
acbp-7,3
clec-157,1
fkh-5,1
F26A1.13,1
F26A1.14,1
F26A1.1,0
ced-4,4
C35D10.8,1
C35D10.7,0
C35D10.6,0
C35D10.10,0
C35D10.5,0
coq-8,0
C35D10.17,0
msd-4,12
C35D10.3,2
gipc-1,3
C35D10.12,8
C35D10.13,0
arx-6,0
C35D10.1,4
clec-5,2
clec-6,6
F26F4.5,1
F26F4.6,0
nhl-2,1
tag-340,0
kbp-2,4
F26F4.8,0
rom-1,1
F26F4.12,0
F26F4.9,0
F26F4.2,9
cee-1,0
rars-1,4
rpb-8,0
ula-1,0
mmab-1,0
set-2,0
C26E6.12,0
eri-9,0
mrps-18C,7
fsn-1,0
rpb-2,0
ntl-9,0
flh-2,0
C26E6.1,12
C27F2.4,4
vps-22,4
C27F2.9,4
nca-2,3
C27F2.6,5
C27F2.7,1
C27F2.10,0
C27F2.1,8
C27F2.8,4
smcr-8,1
R144.10,2
R144.6,0
R144.12,0
R144.11,0
larp-1,0
wip-1,1
mdt-11,0
R144.3,0
R144.13,0
pcf-11,0
R144.19,11
klp-6,3
C45G9.6,3
nlp-43,8
C45G9.14,3
C45G9.7,0
C45G9.5,0
C45G9.8,5
C45G9.9,11
C45G9.10,6
C45G9.4,2
C45G9.11,5
C45G9.2,0
C45G9.12,14
C45G9.1,11
alh-1,1
tag-174,7
cah-1,7
F54D8.6,0
dpy-17,4
sax-2,0
tbx-2,4
Y54H5A.2,0
tag-262,0
Y54H5A.1,0
oxy-4,1
T10F2.5,0
gars-1,0
T10F2.2,1
ulp-1,0
prp-19,4
K10D2.5,0
emb-1,1
cid-1,0
pup-2,0
K10D2.8,2
K10D2.1,0
K10D2.7,1
emb-8,1
morc-1,0
syx-16,0
ZC155.4,1
cutl-19,3
ZC155.2,5
nex-1,1
C34E10.10,0
atp-2,7
prmt-5,1
mrps-26,0
prx-10,1
cnd-1,4
sumv-1,0
gop-1,1
gop-2,0
gop-3,7
C34E10.9,6
hap-1,0
gro-1,1
ZC395.5,2
ztf-8,0
ZC395.10,4
toc-1,0
clk-1,0
T15B12.1,1
T15B12.2,2
F52C9.5,8
mog-3,0
pqe-1,0
F52C9.3,0
sorf-2,0
ZK121.2,3
glrx-21,0
thoc-5,0
Y32H12A.9,6
Y32H12A.1,3
dhs-9,1
szy-2,0
paqr-2,0
Y32H12A.6,0
Y32H12A.7,7
Y32H12A.8,0
W03A5.2,1
W03A5.1,1
grl-22,3
dnj-24,7
W03A5.6,0
T24G10.2,0
disl-2,1
skpt-1,0
F48E8.8,8
paa-1,4
F48E8.4,1
F48E8.3,4
F48E8.2,1
lon-1,2
R02F2.5,6
R02F2.7,0
R02F2.4,2
osg-1,1
R02F2.8,9
R02F2.9,0
R02F2.1,4
D1044.7,3
pqn-25,3
nekl-4,5
dex-1,0
D1044.6,0
D1044.1,1
F09F7.5,2
F09F7.6,1
F09F7.7,0
hach-1,0
rpc-2,4
mlc-3,7
nspb-12,3
molo-1,7
F56D2.5,1
F56D2.8,5
uev-2,5
F56D2.3,4
F56D2.2,1
ddx-15,0
ucr-1,7
ced-6,1
C05D2.10,4
madf-11,0
xnd-1,2
C05D2.8,2
bas-1,3
basl-1,2
daf-4,1
ckk-1,8
sdz-21,1
F54E7.6,1
par-3,4
F54E7.9,4
ska-3,0
rps-12,7
pst-2,1
rcan-1,0
abi-1,0
B0336.5,4
B0336.13,4
B0336.7,0
lgg-3,0
rgs-5,4
swp-1,1
rpl-23,7
hpo-28,7
B0336.12,9
B0336.3,0
arf-1.2,4
wrm-1,0
egg-1,2
B0244.9,9
B0244.7,6
B0244.10,2
B0244.6,2
B0244.16,8
B0244.15,9
B0244.5,2
B0244.4,2
ida-1,8
B0244.11,2
cutl-23,3
Y37B11A.2,2
Y37B11A.3,1
polq-1,1
ceh-10,8
him-10,0
R12B2.3,3
R12B2.2,0
R12B2.7,6
sma-4,2
R12B2.8,8
mdt-15,0
R12B2.6,2
W04D12.1,6
ddx-23,0
cct-6,7
alh-9,1
dpf-4,0
dnpp-1,0
rabn-5,0
eng-1,0
F01F1.15,4
F01F1.11,4
F01F1.3,2
aldo-2,4
mig-21,11
F01F1.2,1
hpo-10,0
F01F1.14,9
C28H8.5,5
C28H8.7,12
C28H8.8,2
pxl-1,7
dpff-1,0
C28H8.4,4
C28H8.3,0
tdo-2,1
C28H8.2,2
dnc-2,0
bcl-7,0
zmp-1,1
EGAP1.1,5
ubq-1,4
F25B5.5,0
F25B5.6,0
F25B5.3,7
nono-1,4
nop-1,0
dct-6,1
mlp-1,4
frm-2,0
T04C9.1,0
gcna-1,4
eftu-2,0
npp-10,0
cyk-3,0
tbx-7,0
ZK328.6,3
ZK328.7,8
F40H6.2,11
tbx-11,1
F40H6.5,5
F40H6.1,2
mapk-15,8
attf-4,4
wht-1,2
C05D10.4,0
nmt-1,4
kin-18,1
mvk-1,7
wht-7,1
Y42G9A.3,1
Y42G9A.2,3
Y42G9A.1,1
anmt-2,3
nfm-1,1
F42A10.9,2
efk-1,1
F42A10.5,1
abcf-3,0
F42A10.6,2
F42A10.7,2
nas-28,1
C23G10.5,1
C23G10.6,2
C23G10.7,1
rpn-2,0
C23G10.8,4
rps-3,7
C23G10.2,0
C23G10.1,9
C23G10.10,5
C23G10.11,6
hot-4,3
esyt-2,1
T12A2.5,2
T12A2.3,9
T12A2.6,14
bcas-2,0
gen-1,0
stt-3,4
T12A2.1,3
srg-9,5
srg-1,6
srg-2,5
srg-4,9
srg-5,3
srg-6,5
srg-7,3
srg-3,2
C18F10.2,14
C18F10.7,0
hmg-1.2,4
gadr-3,0
F47D12.6,3
F47D12.7,2
F47D12.3,3
F47D12.9,0
gar-2,3
C56G2.5,1
C56G2.4,7
let-767,0
rpn-13,0
C56G2.9,3
C56G2.3,1
akap-1,0
C56G2.15,4
thoc-2,4
rps-13,7
nfx-1,0
C16A3.6,4
C16A3.5,7
C16A3.4,4
let-716,0
C16A3.2,1
smrc-1,0
oatr-1,1
let-756,3
C05D11.5,1
nas-4,3
atgl-1,0
C05D11.8,1
C05D11.9,0
mrps-17,1
txdc-9,0
vps-16,1
C05D11.1,0
mel-32,0
C05D11.13,0
let-721,0
T26A5.6,0
set-1,4
jhdm-1,4
algn-1,0
T26A5.8,0
dlc-1,7
nduf-2.2,1
T26A5.2,2
wht-6,2
zip-8,0
F23F12.8,2
rpt-3,0
srb-11,12
F23F12.13,2
sdz-15,2
F23F12.12,2
acr-5,9
C09E7.10,5
oig-1,3
pqn-10,5
srxa-5,2
C09E7.4,0
C09E7.5,6
C09E7.7,0
C09E7.8,1
F27B3.6,2
acr-21,13
ddo-3,2
F20H11.1,1
let-765,0
mdh-2,7
F20H11.4,2
srh-40,5
ctsa-2,3
Y40D12A.1,0
C13B9.2,2
copd-1,0
pdfr-1,1
rbf-1,3
isw-1,4
F37A4.6,5
F37A4.5,6
F37A4.4,2
F37A4.3,1
bath-41,0
F37A4.2,4
F37A4.1,0
wdr-4,0
Y102E9.5,7
odr-4,8
Y102E9.3,12
Y102E9.6,10
dig-1,7
R05H11.1,1
R05H11.2,3
lim-8,3
F28F5.4,1
F28F5.6,3
ten-1,4
dhhc-5,2
srv-1,2
zak-1,3
sma-3,1
cra-1,0
kbp-1,0
K04C2.8,2
K04C2.3,0
K04C2.7,2
med-2,14
brd-1,0
K04C2.2,0
K04C2.5,3
T07E3.4,1
brc-2,0
T07E3.3,1
T07E3.2,9
pdf-1,4
flap-1,0
inf-1,4
byn-1,4
F57B9.8,3
coq-2,0
F57B9.3,2
abu-13,1
let-711,4
rpn-6.1,4
F57B9.1,0
panl-2,0
F31E3.12,0
eef-1A.1,7
rfc-4,0
F31E3.2,0
ceh-20,0
F31E3.6,1
prk-1,3
C06E8.5,9
lgc-38,3
col-8,12
rfl-1,0
cyk-1,0
R01H2.7,3
egg-2,2
R01H2.4,2
ger-1,0
ubc-18,0
R01H2.8,8
tmem-17,8
lin-37,0
ZK418.5,4
ZK418.13,2
ZK418.6,1
ZK418.7,5
tofu-7,1
ZK418.9,0
ZK418.10,5
ZK418.2,5
nhr-9,5
ZK418.11,8
cpg-2,2
odd-1,2
B0280.7,3
nhr-10,1
B0280.9,0
rpia-1,0
B0280.2,2
B0280.13,2
pot-1,0
ggtb-1,0
B0280.17,6
B0280.11,2
glr-2,8
ogt-1,4
nuo-4,7
rnp-7,4
syf-2,0
K04G7.1,0
acs-4,0
srb-7,2
rps-14,7
rpl-36,7
F37C12.3,7
epg-4,4
F37C12.1,0
F37C12.14,5
F37C12.10,6
F37C12.21,2
rps-21,7
mec-14,5
F37C12.18,10
exos-9,0
pfd-5,4
dpy-31,1
rpl-6,7
R151.2,0
R151.1,7
R151.6,0
hsp-75,0
R151.8,0
R151.10,0
adr-2,0
T20H4.5,7
pars-1,0
T20H4.2,2
osm-10,8
zmp-6,5
B0361.4,5
psd-1,0
B0361.6,1
B0361.11,2
B0361.3,0
pho-5,0
ykt-6,0
algn-11,1
B0361.2,0
B0361.9,1
acbp-4,2
F56C9.6,2
F56C9.3,1
F56C9.7,3
F56C9.8,8
F56C9.11,1
F56C9.10,4
gsp-2,4
kap-1,4
F08F8.6,3
F08F8.7,0
gos-28,0
F08F8.9,4
F08F8.10,0
F08F8.4,1
hmgr-1,0
F08F8.11,6
T20B12.4,9
mml-1,0
T20B12.7,4
hmg-4,4
T20B12.3,0
tbp-1,0
trd-1,1
lgc-50,1
alh-12,7
Y69F12A.1,2
mls-1,1
fipr-20,11
H14A12.3,7
fum-1,7
H14A12.5,14
mup-4,1
cgh-1,0
C07H6.9,1
C07H6.4,4
cls-1,1
clk-2,1
cux-7,4
lig-4,0
lin-39,1
ceh-13,1
lgc-12,11
ttr-32,9
R13A5.7,1
rpl-9,7
lpd-7,4
R13A5.9,8
R13A5.10,3
cup-5,0
R13A5.15,2
R13A5.11,0
T04A6.2,2
T04A6.1,2
fbn-1,0
upp-1,8
baz-2,4
ZK783.7,1
C18H2.1,2
lin-13,4
C03B8.3,1
C03B8.2,2
ncl-1,0
ZK112.5,8
ZK112.6,8
cdh-3,0
pcp-1,1
mtx-2,7
ZK686.2,0
ZK686.5,2
ZK686.3,4
snu-23,4
ZK686.6,2
ZK686.1,0
bath-15,1
mab-5,1
cyk-7,3
egl-5,1
egl-45,4
ZK652.6,0
ceh-23,3
ZK652.8,3
rpl-35,7
tag-307,1
coq-5,0
ufm-1,0
tomm-7,7
cuc-1,0
snr-5,0
slc-17.3,2
cup-4,1
tyr-1,6
sup-18,5
ZK688.9,1
ZK688.11,4
ZK688.5,0
fahd-1,7
ZK688.4,2
best-24,2
pcp-5,4
ZK688.1,1
ZK688.7,1
ZK688.12,9
gly-3,4
tag-250,0
C29E4.14,6
C29E4.17,9
C29E4.13,0
npp-15,1
ran-2,0
C29E4.10,2
C29E4.12,4
kle-2,0
gsto-1,14
col-90,2
let-754,1
C29E4.15,0
C29E4.9,2
C29E4.11,0
F54H12.2,9
F54H12.8,3
F54H12.7,2
F54H12.5,0
eef-1B.1,4
aco-2,7
C06G4.4,2
clp-1,0
C06G4.1,1
npr-17,3
C06G4.6,3
cit-1.1,0
cit-1.2,0
F44B9.5,0
lin-36,0
F44B9.2,7
mdt-30,0
F44B9.8,0
F44B9.9,2
F44B9.10,10
dpf-6,3
K12H4.6,6
K12H4.5,7
K12H4.4,4
K12H4.3,4
K12H4.2,1
K12H4.7,3
pros-1,4
dcr-1,0
apc-2,0
K06H7.7,0
grp-1,0
vms-1,0
idi-1,0
K06H7.2,1
K06H7.8,5
K06H7.1,5
plk-1,4
C14B9.3,3
gei-8,0
rpl-21,7
C14B9.10,7
C14B9.2,4
hsp-12.2,4
C14B9.8,0
mrpl-18,0
D2007.2,1
D2007.1,7
atg-13,4
cil-1,1
bath-42,0
prp-8,4
C50C3.5,3
C50C3.2,5
C50C3.19,10
C50C3.1,2
unc-36,7
snb-5,11
C30A5.10,1
unc-86,4
C30A5.16,3
C30A5.4,1
mob-4,0
rfs-1,2
fbxl-1,0
henn-1,1
C02F5.14,3
C02F5.5,2
tsp-2,2
tsp-1,2
C02F5.12,4
pbs-6,0
cids-1,0
C02F5.3,4
C02F5.13,0
C02F5.10,1
C02F5.2,3
knl-1,0
F09G8.5,8
ncr-2,6
col-91,2
mrps-9,0
F09G8.7,1
crn-7,0
mps-4,5
clec-160,2
mig-10,4
F10E9.7,0
F10E9.5,4
F10E9.4,0
F10E9.3,0
F10E9.2,2
sas-4,0
F10E9.11,4
F10E9.10,3
F10E9.1,3
F10E9.12,6
iglr-2,4
mrps-18A,7
ZC262.2,0
ZC262.4,5
ZC262.7,2
unc-116,4
R05D3.8,0
rfp-1,4
R05D3.9,4
R05D3.3,2
R05D3.2,4
met-2,0
R05D3.12,1
ZK353.4,6
ZK353.10,5
ZK353.2,3
lap-1,7
cutc-1,0
ubxn-4,0
cyy-1,0
ZK353.9,0
sor-1,0
cec-1,4
ZK1236.1,1
ZK1236.5,0
ZK1236.9,3
pqn-96,0
ufbp-1,0
hsp-110,0
rpn-3,0
mrpl-32,0
mig-39,3
F42H10.6,1
F42H10.3,1
ess-2,0
F42H10.2,1
pac-1,7
ZC21.8,2
ZC21.3,4
ZC21.10,1
trp-1,5
ZC21.6,2
C02D5.4,0
gsto-2,6
C02D5.2,0
acdh-6,3
doxa-1,1
glr-1,8
fip-3,10
fipr-16,12
C06E1.7,5
ztf-30,3
C06E1.1,4
C06E1.9,1
rha-2,0
C06E1.11,3
C13G5.2,1
ceh-16,1
polk-1,0
gpr-1,0
dnj-10,0
twk-7,3
fip-1,11
F22B7.3,6
flp-23,5
F22B7.9,1
dpy-19,1
F22B7.1,2
pgl-2,2
fli-1,0
anmt-1,7
B0303.3,0
B0303.4,4
B0303.7,0
sdz-1,1
vps-33.1,1
B0303.11,3
B0303.16,5
B0303.14,1
mrpl-11,7
hipr-1,0
ZK370.4,1
pdhk-2,0
ZK370.6,3
ugtp-1,0
sma-2,1
ZK370.8,1
aak-1,1
mig-22,0
mtss-1,0
K02D10.1,7
K02D10.2,5
K02D10.3,1
snap-29,4
K02D10.4,3
K02D10.8,1
ztf-1,3
F54F2.14,1
zfp-1,4
F54F2.7,0
prx-19,0
pat-2,7
F54F2.9,0
F44E2.3,4
F44E2.10,1
F44E2.4,1
F44E2.6,4
F44E2.7,0
F44E2.8,0
F44E2.9,0
K01F9.2,1
svop-1,8
ZK637.2,0
ZK637.14,4
lnkn-1,0
ZK637.4,1
asna-1,4
lin-9,0
unc-32,4
tpk-1,1
trxr-2,1
cdc-25.3,2
ZK637.12,2
glb-1,7
ZK643.7,12
arrd-15,7
seb-2,3
ZK643.5,0
ZK643.2,4
ZK643.6,2
grl-25,3
R08D7.1,0
R08D7.2,0
eif-3.D,0
R08D7.4,4
R08D7.5,4
pde-2,0
R08D7.7,3
skat-1,1
F59B2.3,1
rpn-6.2,1
F59B2.15,6
zif-1,2
rab-6.1,1
F59B2.8,4
F59B2.9,8
F59B2.12,11
F59B2.14,2
F59B2.13,5
nac-2,1
R107.2,0
ikke-1,0
R107.5,0
cls-2,0
gst-1,0
lin-12,4
F02A9.7,5
F02A9.1,5
far-1,7
far-2,3
F02A9.4,0
glp-1,1
ZK507.1,6
ZK507.3,6
dos-1,3
cya-1,4
ZK512.1,4
grl-11,1
ced-11,0
sec-16,0
ZK512.10,9
eat-4,5
ZK512.7,6
ZK512.2,4
ZK512.11,0
ZK512.4,0
ZK512.8,6
nhl-1,1
irld-34,5
ptr-9,3
dgk-3,3
ina-1,4
tax-4,3
ZC84.7,3
cls-3,0
ZC84.6,3
ZC84.1,3
npr-29,3
rnr-1,4
T23G5.3,1
T23G5.2,0
saeg-2,0
dat-1,5
T02C1.1,4
T02C1.2,1
M01A8.1,1
clip-1,8
fozi-1,3
K01B6.4,3
K01B6.3,3
srx-45,3
C40H1.8,5
C40H1.2,2
C40H1.9,2
cpb-1,2
C40H1.7,2
C40H1.3,2
ttr-5,7
ufc-1,0
elo-4,3
emb-9,7
K04H4.2,1
K04H4.5,2
flp-25,5
crn-6,2
tkr-1,3
C38C10.3,6
slc-17.2,0
gpr-2,0
rgr-1,0
nlp-48,8
T26G10.1,0
T26G10.9,2
T26G10.5,5
cpar-1,1
emb-30,4
F54C8.1,6
F54C8.4,4
F54C8.6,1
F54C8.7,0
rheb-1,0
spk-1,4
B0464.6,0
B0464.9,0
baf-1,4
tag-342,0
bre-3,1
nlp-36,1
dars-1,0
ctr-9,4
sod-4,1
vha-14,7
F55H2.5,1
F55H2.7,0
F55H2.8,13
clu-1,0
ZK1098.1,4
mrps-23,0
trpp-3,4
ZK1098.6,3
ZK1098.2,0
ZK1098.3,1
mut-7,1
eif-2Balpha,0
ZK1098.9,2
ZK1098.12,2
unc-16,7
ZK1098.11,0
C48B4.6,2
C48B4.7,3
C48B4.8,2
C48B4.9,2
C48B4.10,2
C48B4.11,2
C48B4.13,5
ced-7,0
C48B4.3,8
acox-1.5,3
rom-2,5
C48B4.12,5
F58A4.1,10
F58A4.2,1
clec-161,2
bbs-4,8
pri-1,4
F58A4.6,0
hcp-3,0
hlh-11,1
tbg-1,0
rpac-19,4
ubc-7,0
gei-13,7
C15H7.3,9
C15H7.4,2
C07A9.9,1
ugt-60,1
C07A9.13,2
C07A9.5,2
C07A9.10,14
best-5,9
set-3,0
bud-31,0
tlk-1,4
ncx-7,2
C07A9.12,3
dao-6,3
pqm-96,6
hlh-4,4
T05G5.1,4
iff-1,0
cdk-1,4
T05G5.4,2
T05G5.5,8
ech-6,7
vps-53,0
gcc-2,1
rmd-1,1
cbp-1,4
usp-46,0
sqv-3,1
vha-1,4
vha-2,4
R10E11.6,0
R10E11.5,3
R10E11.9,3
mcm-6,0
srxa-10,5
ZK632.2,0
riok-3,4
ZK632.4,1
ZK632.5,1
ZK632.14,0
cnx-1,4
panl-3,4
arl-5,0
lin-52,0
ZK632.9,7
ZK632.10,4
ZK632.11,1
ZK632.12,0
K11H3.4,2
K11H3.8,11
K11H3.5,5
K11H3.2,2
mrpl-36,1
K11H3.3,1
gpdh-2,0
twk-48,5
dhhc-4,0
ZK757.1,3
ZK757.2,3
ZK757.10,5
alg-4,9
mam-7,2
cyld-1,1
F40F12.9,2
F40F12.7,3
F40F12.3,11
cbp-2,2
ttr-3,8
ttr-2,1
ttr-1,3
K03H1.5,3
K03H1.9,2
K03H1.12,9
gln-2,5
K03H1.7,0
K03H1.13,0
K03H1.11,1
mog-1,0
alx-1,0
R10E12.2,7
C05B5.12,2
C05B5.1,11
C05B5.4,1
pqn-8,3
C05B5.5,5
C05B5.11,11
C05B5.8,3
fbxa-155,10
C05B5.16,5
rgs-1,0
ins-21,10
ins-22,5
ins-23,8
M04D8.5,10
M04D8.8,13
xbx-3,3
M04D8.7,5
T16G12.1,3
T16G12.3,2
T16G12.10,10
T16G12.4,0
T16G12.8,0
T16G12.12,2
ekl-6,0
T16G12.6,0
T16H12.3,1
T16H12.1,11
T16H12.13,11
T16H12.2,2
hal-2,1
T16H12.4,0
bath-43,4
kel-10,9
T16H12.9,2
vps-29,0
ZK1128.1,0
mett-10,0
ZK1128.3,3
ZK1128.4,0
ham-3,4
ttll-4,0
ZK1128.7,3
K08E5.6,6
K08E5.1,5
nac-3,3
K08E5.5,1
mua-3,1
unc-47,8
epac-1,3
dod-6,7
T20G5.8,1
T20G5.13,1
T20G5.12,1
chc-1,4
T20G5.9,0
blos-1,0
best-18,1
cts-1,7
rde-4,0
T20G5.14,0
Y70G10A.2,9
Y70G10A.3,6
div-1,4
cor-1,7
R01H10.4,3
rip-1,1
bbs-5,8
R01H10.7,1
cnk-1,1
pad-2,0
K10G9.2,8
vglu-2,8
ostf-4,6
vglu-3,2
T07A5.1,2
T07A5.7,6
unc-50,0
T07A5.5,0
unc-69,4
sas-7,4
nex-2,1
T07C4.12,0
jmjd-4,6
mev-1,7
ced-9,0
ttr-15,7
tbx-9,1
tbx-8,1
T07C4.3,1
spp-1,3
umps-1,1
tbc-8,3
C38H2.2,0
C38H2.3,3
M03C11.9,6
M03C11.1,8
chl-1,1
M03C11.3,1
hat-1,0
ymel-1,0
M03C11.6,1
prp-3,0
M03C11.8,0
