,leiden
dao-3,0
vem-1,8
catp-5,3
K07E3.2,0
K07E3.9,11
K07E3.1,0
hlh-8,1
C02B8.12,5
frpr-1,5
C02B8.6,1
C02B8.7,11
C02B8.3,5
fbxc-38,2
C02B8.1,2
F22F1.2,5
hil-3,4
F22F1.3,3
C17H11.2,1
C17H11.1,3
C17H11.4,2
C17H11.5,3
C17H11.6,0
cdd-1,1
C47D2.1,8
K02A6.4,5
K02A6.1,5
K02A6.2,5
K02A6.3,0
M60.4,7
endu-2,2
kqt-2,3
M60.6,8
M60.7,8
cutl-29,0
ksr-1,0
fis-2,0
F13B9.2,3
F13B9.1,0
R09F10.3,0
ced-13,10
inx-5,1
R09F10.5,8
srh-11,13
R09F10.1,1
R09F10.8,1
F55E10.4,10
F55E10.5,5
drd-5,3
npr-28,2
F40B5.2,0
nep-15,2
tbc-18,8
F41D9.2,1
wrk-1,0
sulp-3,3
F08F1.9,2
F08F1.4,9
ced-8,0
spp-13,0
tag-123,0
tth-1,4
F08F1.3,3
kin-9,2
F16F9.1,1
dpy-6,6
F16F9.3,8
F16F9.4,3
mec-10,5
nhr-14,3
T01B10.5,1
grd-14,3
grd-4,9
H03E18.1,1
H03E18.2,3
C03G5.14,13
flp-5,4
nspc-1,11
nspc-3,12
nspc-7,9
sdha-1,0
D2021.4,2
dhhc-14,1
utx-1,0
jmjd-3.1,0
F18E9.4,13
F18E9.3,3
nlp-7,3
F18E9.7,6
F18E9.1,8
H35N09.2,2
H35N09.1,5
K01A12.4,3
K01A12.2,3
K01A12.3,3
stg-2,3
F12D9.2,6
rig-1,0
K09E2.2,5
K09E2.3,1
K09E2.1,5
frpr-8,3
jbts-14,8
F53A9.3,3
kreg-1,3
F53A9.1,6
F53A9.6,5
F53A9.7,2
F53A9.8,2
F53A9.9,5
tnt-2,7
EGAP4.1,7
M02D8.6,7
M02D8.3,4
M02D8.2,11
M02D8.7,5
asns-2,0
M02D8.5,5
zig-12,7
ZK721.4,6
ZK721.3,3
unc-27,7
chup-1,1
R04E5.7,3
R04E5.8,0
R04E5.9,4
cnnm-2,3
ifd-1,3
C28G1.5,3
C28G1.6,3
sec-15,0
C28G1.2,2
ubc-23,9
C28G1.10,6
C28G1.4,1
C06E2.5,1
C06E2.9,2
ins-9,10
ubc-22,3
C06E2.1,8
C06E2.2,2
C13E3.1,1
ensh-1,1
cyn-8,4
nlp-14,8
acs-22,1
dylt-2,8
trk-1,5
aexr-3,5
nmur-1,5
twk-18,7
C24A3.4,1
C24A3.2,7
C24A3.1,5
T25B6.4,5
T25B6.5,5
T25B6.6,2
T25B6.3,5
snf-12,2
nep-22,3
F47E1.3,3
F47E1.2,2
F47E1.4,1
F47E1.1,2
ajm-1,4
C25A11.2,1
C25A11.1,9
C25A11.10,2
B0563.6,3
B0563.5,2
tmbi-4,0
B0563.7,5
tsp-11,1
B0563.9,11
B0563.1,2
B0563.18,5
B0563.8,2
Y81B9A.2,14
Y81B9A.1,10
crb-3,1
C35B8.3,3
vav-1,0
col-175,2
lgc-4,3
gpa-12,5
pes-8,2
F18G5.5,9
F18G5.1,5
F18G5.6,1
B0416.5,4
B0416.10,5
B0416.4,5
B0416.3,3
gly-13,1
B0416.7,9
B0416.2,2
tmc-2,1
H29C22.1,10
ttr-38,10
npr-7,5
T20B5.2,3
apa-2,4
oga-1,1
flp-20,5
pkc-2,3
C23F12.4,4
C23F12.3,2
fln-2,0
B0272.4,1
B0272.3,1
tbb-4,4
memb-1,0
ZK899.1,3
ZK899.7,3
ZK899.2,4
ZK899.3,2
tba-8,2
ZK899.5,6
ZK899.6,1
gap-2,0
C07B5.2,2
C07B5.6,11
C07B5.3,5
C07B5.4,1
C07B5.8,2
nuc-1,0
F49E2.5,7
F49E2.1,1
F49E2.2,3
glb-17,4
gpx-5,8
gpx-3,1
del-8,2
C11E4.6,0
C11E4.7,12
C11E4.8,5
F34H10.1,5
F34H10.2,5
F34H10.3,0
F34H10.5,10
F34H10.4,5
aex-2,3
T14B1.1,7
C43C3.4,2
ifp-1,3
npr-18,3
dyf-7,0
F15G9.1,8
F15G9.2,6
F15G9.6,5
him-4,7
F15G9.5,3
T09B9.1,1
T09B9.3,5
slc-17.9,2
T09B9.4,0
T09B9.5,5
F36G3.1,1
F36G3.2,0
F36G3.3,2
lgc-47,8
dpy-22,4
rrc-1,1
ipla-2,1
vab-15,1
lec-8,4
lec-7,11
R07B1.11,5
scav-5,3
gst-36,1
R07B1.5,3
R07B1.6,3
R07B1.7,2
R07B1.13,1
R07B1.8,3
glo-1,2
R07B1.9,3
mrp-4,2
F21G4.1,1
F21G4.3,5
phf-34,1
F21G4.5,2
F21G4.6,1
folr-1,6
ugt-23,1
nra-3,0
tsp-21,0
C17G1.14,11
C17G1.5,0
nas-37,11
cysl-1,7
ZC506.1,0
pssy-1,4
mgl-1,3
F19C6.5,3
grk-1,4
F19C6.2,0
F19C6.3,3
F19C6.4,1
F42G10.1,5
mkk-4,0
sek-6,3
ZC374.2,7
gnrr-3,2
cbs-1,0
ZC373.2,12
ZC373.3,3
mlck-1,1
ZC373.5,0
dao-4,2
col-176,2
W07E11.1,7
flp-28,8
flp-3,5
flp-2,8
unc-58,7
moc-1,1
oac-14,2
unc-115,4
F09B9.5,3
erd-2,4
F09B9.4,7
tiar-3,3
C07A4.2,5
C07A4.3,12
ncs-4,7
myrf-2,4
arrd-28,5
nucb-1,4
sex-1,4
F44A6.3,3
F44A6.4,8
F44A6.5,3
C14H10.3,8
zipt-13,1
str-74,13
C14H10.2,7
C32A9.1,5
F41E7.2,2
F41E7.1,3
npr-6,5
fip-5,3
fipr-21,3
cnc-8,3
F41E7.6,5
F41E7.7,2
F41E7.9,3
R07E3.6,3
acl-5,0
R07E3.4,1
cut-5,3
R07E3.2,1
R07E3.1,1
R07E3.7,1
efhc-1,5
Y49A10A.2,0
rme-4,0
dyf-6,8
pkn-1,4
gur-3,2
ZC504.1,2
acr-8,3
cdk-11.2,1
mig-15,7
C39B10.3,3
C39B10.4,2
C39B10.5,5
lgc-41,5
C39B10.1,5
elt-4,1
C39B10.7,5
elt-2,1
C33D3.3,11
C33D3.5,5
vab-3,4
F14F3.4,1
mboa-7,1
git-1,0
F14F3.5,2
slcf-1,2
glo-3,2
F59F5.3,3
F59F5.4,2
F59F5.5,1
syd-2,4
F59F5.7,8
bet-2,0
nhx-5,1
F57C7.4,3
sdn-1,4
flp-19,8
abl-1,4
M79.2,1
daf-12,3
F13E6.2,3
F13E6.1,4
phf-31,1
yap-1,1
F13E6.5,0
rhgf-1,8
T01C1.4,3
mbr-1,3
egl-36,3
R07A4.2,8
R07A4.4,8
R07A4.3,2
sma-9,4
clc-4,9
vap-2,2
T05A10.6,2
plc-1,3
F31B12.4,1
frm-9,3
C05A9.2,0
pgp-5,12
pgp-8,5
pgp-7,5
pgp-6,3
T21E8.4,2
T21E8.6,2
T21E8.7,2
T21E8.5,2
F47B10.5,10
F47B10.4,2
F47B10.3,5
haly-1,0
suca-1,7
acbp-3,1
F47B10.8,1
F47B10.9,1
nstp-9,11
dgn-1,0
pho-7,2
T21B6.3,7
K09C8.7,2
pbo-4,1
nlp-19,5
K09C8.2,2
nas-10,5
lge-1,3
K09C8.9,3
K09C8.8,2
pxn-2,0
ver-4,1
ver-3,0
F59F3.6,8
col-177,3
del-5,2
ttr-31,3
F58A3.4,3
F58A3.3,2
egl-15,1
ldb-1,4
C09F12.3,5
clc-1,3
C09F12.2,3
lpr-3,8
lpr-6,8
lpr-5,8
lpr-4,8
apt-9,3
W04G3.5,1
W04G3.12,2
W04G3.10,2
W04G3.13,14
sulp-7,2
W04G3.7,13
W04G3.11,12
W02H3.3,5
W02H3.1,5
R08B4.4,6
grd-1,3
R08B4.5,8
R08B4.3,4
alr-1,0
C05C9.3,5
C05C9.2,3
C05C9.1,3
F13D2.1,1
gnrr-6,3
gnrr-7,2
C34F6.1,1
col-178,6
col-179,6
C34F6.11,3
hst-2,4
C34F6.5,0
C34F6.7,1
idh-2,0
C34F6.9,0
C34F6.12,6
C34F6.10,0
C03A3.1,4
C03A3.2,0
C03A3.3,5
ifa-1,3
F38B2.2,5
F38B2.6,2
F38B2.3,6
F38B2.4,1
inx-2,4
snrp-40.1,4
F08G12.3,1
F08G12.1,0
vhl-1,1
F08G12.5,1
F08G12.11,3
nlp-57,8
hizr-1,5
asm-2,5
ZK455.5,3
npr-9,5
gcy-9,8
aco-1,0
oct-2,3
pgp-3,2
pgp-4,1
ttyh-1,4
F42E11.3,1
tni-1,7
prmn-1,1
prx-12,1
slo-2,8
F08B12.4,7
pek-1,0
F46C3.2,2
F46C3.6,1
hum-4,1
F46C3.7,2
igeg-2,5
F48C5.2,1
lin-14,3
spp-9,13
spp-21,13
T25C12.3,1
F29G6.1,5
ccdc-149,0
hpo-34,1
sdc-2,0
C35C5.8,11
C35C5.9,5
gcp-2.3,6
selt-1.1,4
mig-2,4
C35C5.10,3
lev-8,1
trpp-9,0
frm-3,1
abts-2,6
F52D10.2,0
ftt-2,8
F52D10.4,5
sto-3,5
twk-44,5
Y71H9A.10,13
sto-6,7
sto-4,4
T04F8.8,1
cutl-11,8
T04F8.2,0
T04F8.3,3
sfxn-1.5,1
T04F8.6,0
T04F8.9,1
T04F8.7,3
hnd-1,4
C44C10.7,2
C44C10.5,1
C44C10.4,0
C44C10.3,12
C44C10.11,2
col-180,2
C44C10.9,3
D1053.4,3
gst-42,1
D1053.2,6
D1053.3,3
C40H5.7,9
C40H5.2,5
lact-7,1
ttx-3,8
Y102F5A.1,6
rsd-3,0
C34E11.4,2
C34E11.2,3
C34E11.7,11
tag-241,0
taf-7.1,0
F54F7.2,5
F54F7.3,10
xtr-1,5
F54F7.8,2
mes-1,2
F54F7.10,5
F54F7.6,1
Y62H9A.1,9
Y62H9A.4,9
Y62H9A.9,2
Y62H9A.11,6
Y62H9A.15,1
Y62H9A.13,3
Y62H9A.14,5
F55G7.1,12
dot-1.4,2
F55G7.5,10
nfya-1,1
lsd-1,0
T08D10.4,10
T08D10.3,6
T08D10.5,6
C49F5.8,2
C49F5.13,1
sams-1,0
ucr-2.1,7
set-6,0
nhr-167,5
C49F5.3,2
C49F5.5,6
C49F5.6,1
C49F5.7,6
sma-5,1
nmat-1,3
B0198.2,5
tsp-20,8
B0198.3,1
lgc-23,1
lgc-24,10
C15A7.2,1
W03G11.4,4
W03G11.3,1
col-181,2
W03G11.2,10
lgc-13,11
lgc-14,5
lgc-16,10
lgc-18,12
lyst-1,1
M153.3,3
M153.5,8
M153.1,1
M153.4,8
M153.2,9
F57G12.2,3
F57G12.1,4
cab-1,4
C23H4.8,5
C23H4.2,3
C23H4.7,2
C23H4.3,2
C23H4.4,2
C23H4.6,0
E01G6.3,1
E01G6.2,1
E01G6.1,3
otpl-8,9
C04B4.1,11
C04B4.2,9
C04B4.4,3
W06D11.1,3
W06D11.2,2
W06D11.3,2
phf-32,10
F17A2.4,10
xtr-2,5
ceh-40,1
F17A2.13,1
srd-40,6
srd-45,6
srd-46,10
srd-48,6
srd-44,9
zig-2,9
F42F12.14,12
F42F12.3,1
F42F12.4,3
nspc-14,6
F19H6.6,2
F19H6.5,6
F19H6.4,2
F19H6.3,12
glb-13,3
nekl-3,2
F17E5.2,0
lin-2,8
T24D3.2,5
med-1,6
T18D3.7,3
T18D3.6,3
T18D3.9,1
T18D3.1,0
odr-7,3
T18D3.5,3
cdf-2,1
myo-2,3
F45E6.1,5
atf-6,0
tbc-13,1
lips-1,5
sdz-19,2
scd-1,0
C16D6.1,11
npr-4,5
T24D5.3,9
T24D5.2,3
T24D5.5,13
T24D5.6,2
R09A8.9,2
R09A8.1,9
R09A8.2,2
tag-147,0
col-182,3
R09A8.5,1
zmp-5,0
H36L18.2,5
C02B4.4,8
nhr-17,1
adt-1,1
ugt-50,4
nhr-26,5
nhr-214,5
nhr-272,5
nhr-27,13
rgs-2,3
pgp-12,6
pgp-13,2
pgp-14,2
cept-1,9
alh-13,1
str-124,9
abf-5,9
abf-6,11
gei-3,5
C52G5.2,8
C52G5.3,10
chd-3,4
T14G8.2,3
T14G8.3,0
T14G8.4,2
bcat-1,3
gpc-1,8
pqn-18,3
C34E7.3,2
C34E7.4,4
C05E7.2,3
C05E7.1,3
C05E7.3,3
frpr-2,6
ppk-3,1
F11C1.10,5
F11C1.9,2
F11C1.4,5
scav-4,3
mff-1,4
F11C1.1,0
F11C1.7,4
F11C1.5,0
nhr-25,0
npr-10,3
C53C7.3,10
K03A11.1,3
K03A11.6,3
K03A11.5,3
cpx-2,5
ceh-28,3
K03A11.4,5
R03G8.3,2
R03G8.6,10
F17H10.1,0
F17H10.2,3
snx-17,0
F17H10.4,6
F09A5.2,5
ttr-34,3
F09A5.3,3
mob-2,0
nlp-3,5
cwp-5,10
gpa-6,5
unc-9,8
R12H7.4,1
asp-4,4
skr-20,4
skr-19,4
skr-21,4
bgnt-1.5,6
K08H2.2,2
K08H2.3,9
K08H2.4,0
hpl-1,4
K08H2.7,3
nhr-32,0
K08H2.10,2
K09A11.1,1
cyp-14A1,9
cyp-14A2,14
cyp-14A3,11
phf-33,2
R04D3.2,2
R04D3.4,1
R04D3.3,10
srd-36,5
srd-42,11
srd-43,10
srxa-8,3
F46G10.1,7
F46G10.2,3
sir-2.2,1
sir-2.3,2
F46G10.4,10
ptr-24,3
mxl-3,1
C49F8.1,3
gem-1,1
C49F8.3,3
irld-2,5
F02C12.3,1
F02C12.2,5
F02C12.1,3
cyp-13B1,1
C29F7.1,2
C29F7.2,1
C29F7.3,4
fkh-3,2
fkh-4,3
C29F7.10,2
jmjd-3.3,3
F02D10.6,2
flr-1,3
F02D10.3,6
col-183,10
tre-4,5
srd-50,5
srd-51,5
sad-1,0
H06A10.1,6
col-185,11
cdk-4,0
F18H3.1,0
pab-2,4
F18H3.4,0
acr-12,8
R01E6.5,10
cah-4,7
odr-1,5
glb-20,5
R01E6.2,8
R01E6.7,3
F54B11.11,5
F54B11.10,4
unc-84,4
col-9,6
col-44,3
F54B11.4,5
F54B11.5,0
bra-1,0
F54B11.7,2
F54B11.8,12
F54B11.9,9
nlp-53,3
Y12A6A.1,2
nlg-1,8
twk-20,2
acr-9,8
C40C9.4,9
C04A11.1,3
C04A11.5,10
C04A11.2,0
gck-4,0
adm-2,0
K02D3.1,1
K02D3.2,3
K11E4.1,3
K11E4.2,1
poml-1,3
K11E4.6,5
pix-1,1
nhr-71,1
aakb-1,1
F55F3.2,5
nkb-3,7
F55F3.4,10
ZK1086.3,11
obr-3,0
twk-23,5
F19D8.2,6
M03B6.1,5
M03B6.5,7
mct-3,3
M03B6.4,0
M03B6.3,1
hlb-1,4
sra-37,5
sra-38,10
sra-39,5
Y26E6A.3,1
Y26E6A.2,1
ekl-5,1
meg-2,2
meg-1,2
K02B9.3,6
elt-3,1
alg-1,0
syx-2,1
F48F7.3,1
pqn-39,0
F48F7.5,3
F48F7.6,7
arrd-24,9
C31E10.1,10
C31E10.4,11
C31E10.5,1
C31E10.6,0
cytb-5.1,4
tbc-19,1
C04C11.1,1
arrd-25,4
dyc-1,7
lgc-21,1
C33G3.4,0
C33G3.5,6
C33G3.6,1
F16B12.1,2
dsl-4,5
F16B12.4,0
F16B12.5,6
F16B12.6,0
F16B12.7,2
nhr-281,5
F28H6.7,5
F28H6.6,1
F28H6.4,0
F28H6.8,2
nkat-1,10
ceh-89,1
akt-2,1
ceh-90,1
lgc-25,1
vha-20,4
sym-4,0
idhb-1,7
C37E2.2,1
C37E2.3,11
ceh-36,0
ceh-37,0
K06G5.1,1
K06G5.3,5
cyp-13B2,3
K04C1.2,0
K04C1.3,1
mlc-6,2
K04C1.5,9
E02H4.6,2
E02H4.5,3
E02H4.7,2
E02H4.4,3
E02H4.8,9
del-1,3
E02H4.2,11
madd-3,7
C11H1.8,1
C11H1.5,6
C11H1.2,0
C11H1.3,0
prx-1,2
C11H1.9,1
C11H1.7,4
sel-7,1
K04G11.3,2
wdr-5.2,1
irk-3,3
Y60A9.3,2
Y60A9.1,9
frpr-17,3
fbxa-179,2
F23D12.10,2
F23D12.2,2
fipr-3,2
F23D12.11,2
F23D12.1,5
F23D12.3,5
F23D12.4,2
jmjd-3.2,4
F23D12.7,5
Y66C5A.1,7
M163.6,12
M163.7,2
M163.9,2
M163.10,5
M163.5,3
M163.11,2
gfi-3,0
M163.8,1
his-24,4
ztf-14,3
M163.1,0
fbxa-141,1
gcsh-1,3
D1025.10,1
D1025.1,0
nspc-16,6
nspc-17,10
nspc-19,5
nspc-20,10
T24C2.5,6
fbxa-81,3
T24C2.3,11
T24C2.2,2
ram-5,2
nhr-3,7
C44H4.4,0
lron-1,1
let-4,0
sym-1,4
tap-1,0
C44H4.8,5
C44H4.6,3
eor-2,0
rbc-1,0
F54E4.2,5
F54E4.3,8
F54E4.4,3
syg-2,4
C26G2.2,3
slt-1,1
csq-1,7
sox-3,1
hch-1,0
F40E10.5,8
F40E10.6,7
tag-53,0
F33C8.2,6
tsp-8,7
F33C8.4,5
C05G5.1,3
C05G5.7,2
C05G5.2,1
C05G5.3,0
sucl-1,7
C05G5.5,4
Y16B4A.2,3
unc-3,4
tatn-1,1
sprr-2,5
F42D1.4,6
atf-5,7
T04C10.3,5
epn-1,0
mbk-1,4
dpf-2,7
egrh-1,1
acd-3,2
C27C12.1,1
C27C12.4,4
dmd-4,0
C27C12.3,6
F31F6.2,6
sssh-1,3
flp-8,8
daf-6,8
nac-1,2
lips-8,5
hex-5,3
Y70D2A.1,6
ntr-2,5
mrp-5,0
pag-3,1
F45B8.3,3
rgs-10,1
rgs-11,0
F20D1.1,4
tbc-1,0
F20D1.3,0
emre-1,0
plp-2,1
rbg-1,0
iglr-1,8
cutl-3,4
F20D1.9,0
C18B12.6,0
C18B12.1,9
seb-3,3
dsc-1,3
C18B12.4,0
H03G16.6,6
H03G16.1,11
H03G16.5,1
fbxa-96,14
mam-6,5
H40L08.3,5
H40L08.2,0
H40L08.1,4
F09B12.5,3
flr-4,5
F09B12.7,2
F09B12.3,1
dhhc-1,0
mlt-9,1
R07D5.2,1
unc-7,3
C11G10.1,2
T10B10.8,3
T10B10.9,12
ocr-3,3
ucr-2.2,0
col-41,6
T10B10.3,1
T10B10.4,1
phat-6,2
snt-7,5
H03A11.1,1
H03A11.2,3
piki-1,1
F46F2.4,9
F46F2.3,2
F46F2.5,3
kin-20,0
jud-4,5
ser-2,8
nhr-91,0
glb-28,5
Y15E3A.3,5
Y15E3A.4,1
Y15E3A.5,0
nfki-1,0
C33A11.2,0
svh-5,3
psa-3,0
pqn-36,3
F39D8.3,3
nas-13,3
blos-8,4
flp-32,8
mocs-1,2
nkat-3,1
R03A10.5,3
sprr-1,3
C46E1.3,3
gcy-36,8
H13N06.2,3
gob-1,0
suox-1,1
tbh-1,5
H13N06.7,5
zipt-7.2,4
eat-20,0
olrn-1,1
lron-3,8
dyn-1,0
K09A9.6,7
gas-1,7
usp-33,1
K09A9.8,2
ent-2,4
rab-14,4
nipi-3,0
K09E9.3,0
erv-46,0
K09E9.1,1
K09E9.4,5
K09E9.7,5
H08J19.1,5
F59D12.5,0
F59D12.3,5
F59D12.1,3
F59D12.2,3
gpn-1,1
C03H12.1,0
ZK662.2,7
nhr-48,0
ZK662.6,2
ZK662.5,11
lin-15B,0
lin-15A,0
srg-64,6
nhr-255,5
ZK678.3,9
wrt-4,3
bus-17,1
Y7A5A.1,3
Y7A5A.2,3
Y7A5A.13,2
Y7A5A.3,11
Y7A5A.10,2
Y7A5A.6,2
Y7A5A.7,5
Y7A5A.8,2
Y7A5A.9,9
Y7A5A.20,2
acox-1.6,1
F59F4.2,4
F59F4.3,0
acl-1,1
F53H4.6,6
csb-1,1
F53H4.4,1
gmeb-2,3
F53H4.3,5
npr-33,2
F31B9.4,10
F31B9.2,10
F31B9.3,11
E03G2.1,5
mrp-3,2
mec-5,7
col-186,3
C09G1.5,8
C09G1.2,9
C09G1.3,9
C09G1.4,1
VB0395L.1,2
nhx-1,1
mboa-1,3
B0395.3,0
cpd-2,0
T27A8.7,9
T27A8.2,2
T27A8.5,2
col-187,8
C30F2.4,11
C30F2.2,3
C30F2.3,2
C30F2.5,3
ZK1073.2,3
ZK1073.1,7
F09C8.2,4
F09C8.1,3
R11.2,3
slc-25A21,1
R11.3,6
R11.4,1
F23A7.4,0
F23A7.8,0
F23A7.1,2
F23A7.3,2
F23A7.5,2
W10G6.1,6
W10G6.6,3
sgk-1,1
mua-6,3
ifa-3,1
sdc-1,0
F52E10.2,6
F52E10.4,2
twk-22,2
T01B4.3,1
C11G6.2,2
taf-3,0
nhr-28,1
ace-1,7
sur-7,1
let-2,7
F01G12.1,2
F01G12.18,3
eat-17,1
F38E9.6,3
F38E9.5,4
F38E9.4,6
nas-39,1
F38E9.1,1
cah-3,5
K05G3.1,5
T25D1.3,6
T25D1.2,2
T25D1.1,2
pat-9,4
osm-1,1
K08B5.2,3
K08B5.1,2
ser-1,2
cdh-9,0
F59C12.4,4
F59C12.3,4
ain-1,4
C06G1.2,8
C06G1.1,1
F43B10.1,0
tag-343,1
F22H10.3,3
F22H10.2,6
F22H10.11,5
F22H10.6,5
F22H10.1,2
lgc-53,5
hda-4,1
C10E2.2,3
C10E2.4,5
C10E2.1,10
mct-6,0
T01C8.3,5
T01C8.2,3
got-1.2,1
aak-2,0
mec-4,5
cas-1,0
sto-5,8
F41G4.4,2
F41G4.7,3
dyla-1,8
F41G4.8,8
T20F7.3,9
aakg-2,0
T20F7.1,0
acs-9,8
Y13C8A.1,2
Y13C8A.2,1
F39F10.3,1
F39F10.2,14
F39F10.4,0
C30E1.8,3
fbxb-114,3
C30E1.2,2
F52G3.3,6
F52G3.4,2
F52G3.1,4
F52G3.5,1
mbl-1,3
F35B3.4,5
ptrn-1,4
F35B3.7,1
C30G4.2,14
gcy-11,1
C30G4.4,1
irld-23,5
C08A9.10,13
C08A9.3,6
sod-3,2
C08A9.6,0
sdz-2,2
C08A9.8,2
C08A9.9,2
K09E3.5,2
K09E3.6,3
K09E3.7,6
cnp-3,1
T23C6.4,4
mdt-1.2,0
npr-21,1
sid-3,0
B0302.5,3
T08G2.2,2
acdh-10,4
acdh-7,4
rab-6.2,0
T25G12.6,2
dhs-30,1
T25G12.3,8
T25G12.11,0
T25G12.13,6
T25G12.2,6
T25G12.1,6
Y40C7B.4,6
Y40C7B.3,5
Y40C7B.1,6
C33E10.6,12
C33E10.8,1
C33E10.10,2
fbxa-120,2
C33E10.1,0
ptr-5,8
C53C11.5,3
C53C11.2,2
C53C11.1,2
F10D7.1,3
F10D7.2,0
F10D7.3,1
F10D7.10,2
F10D7.4,5
F10D7.5,1
vap-1,5
F11C7.2,5
F11C7.7,5
F11C7.6,10
crb-1,0
osm-11,1
pbo-6,3
C36E6.1,4
C36E6.8,2
C36E6.2,0
mlc-2,7
mlc-1,7
slc-17.1,8
ZK54.3,3
tps-1,1
npr-24,3
nhr-1,7
sup-10,7
F31A3.3,3
hlh-29,6
F31A3.5,0
frpr-7,1
F39B3.3,12
lec-9,7
C16H3.3,0
ncs-7,3
H18N23.2,1
tmem-218,8
nlp-6,8
T23E7.2,7
T23E7.6,2
cgt-2,2
H11L12.1,6
6R55.2,2
cTel55X.1,4
homt-1,0
nlp-40,8
rcor-1,1
sesn-1,1
Y74C9A.1,9
Y48G1C.12,0
pgs-1,0
Y48G1C.5,11
csk-1,0
Y48G1C.10,1
Y48G1C.6,1
Y48G1C.9,0
Y48G1C.1,1
Y48G1C.13,2
Y48G1C.8,0
rab-11.1,4
rpl-7,7
F53G12.9,3
F53G12.8,2
col-45,6
spe-8,6
mex-3,1
F53G12.4,8
duox-2,11
bli-3,1
ptr-11,3
F56C11.6,3
F56C11.5,0
F56C11.3,1
atm-1,1
Y48G1BL.7,3
snpc-3.3,2
Y48G1BL.8,2
Y48G1BM.6,1
Y48G1BM.7,2
snpc-3.2,2
Y48G1BR.1,3
C53D5.3,6
marc-4,0
ztf-3,4
C53D5.1,1
C53D5.5,0
imb-3,0
xpo-2,1
Y48G1A.4,0
daf-25,0
mbtr-1,1
Y48G1A.2,2
Y48G1A.1,2
rnp-8,1
R119.2,1
R119.3,0
pqn-59,4
taf-4,0
R119.5,0
otub-2,0
Y50C1A.2,3
C07F11.2,2
tol-1,0
W04C9.4,4
W04C9.5,5
cutl-13,3
W04C9.9,11
W04C9.6,3
W04C9.2,0
haf-4,1
Y65B4BL.3,2
Y65B4BL.4,2
deps-1,1
Y65B4BL.7,3
acs-13,0
Y65B4BL.6,7
Y65B4BL.1,1
psf-3,0
icd-2,7
wwp-1,4
ptr-21,1
lpr-1,1
Y65B4BR.1,5
ceh-9,8
grl-16,7
F56A6.5,9
F56A6.8,12
hum-7,7
eme-1,1
sago-2,9
Y65B4A.4,13
Y65B4A.6,1
vps-20,4
Y65B4A.2,1
Y65B4A.7,2
Y65B4A.1,0
Y65B4A.8,1
Y65B4A.9,11
Y18H1A.14,3
Y18H1A.11,3
hasp-2,6
Y18H1A.1,12
Y18H1A.4,0
Y18H1A.2,0
hgap-1,0
rec-1,1
pif-1,0
Y18H1A.15,2
Y18H1A.18,5
col-46,2
col-47,12
Y18H1A.9,1
Y18H1A.8,2
T06A4.3,3
T06A4.1,3
zfh-2,8
ZC123.1,3
ZC123.4,8
Y95B8A.8,1
pde-6,3
Y95B8A.6,1
him-19,1
gpa-16,1
Y95B8A.4,14
Y95B8A.12,3
Y95B8A.2,7
nas-30,3
mig-1,4
cutl-20,4
shc-1,0
hmbx-1,2
C54G6.3,5
C54G6.2,3
madf-6,2
spp-17,9
spp-23,13
mrpl-38,0
spd-1,0
Y34D9A.3,0
Y34D9A.7,1
glrx-10,0
Y34D9A.8,0
vps-4,0
npr-23,3
gsa-1,8
R06A10.1,1
R06A10.5,2
R06A10.4,1
ZK993.2,10
ZK993.5,11
ceh-45,4
Y48G8AL.10,0
aps-3,0
rpl-17,7
Y48G8AL.7,1
haf-6,0
smg-2,0
Y48G8AL.5,0
herc-1,1
Y48G8AL.16,2
Y48G8AL.12,3
Y48G8AL.13,0
Y48G8AL.15,1
grh-1,2
Y48G8AR.2,5
Y48G8AR.3,6
dapk-1,1
K12C11.3,1
K12C11.6,3
K12C11.7,2
smo-1,4
K12C11.1,1
Y92H12BL.1,1
Y92H12BL.5,1
Y92H12BL.4,1
Y92H12BM.1,1
Y92H12BR.7,2
set-29,1
Y92H12BR.2,0
Y92H12BR.3,0
mrpl-15,0
F37F2.2,0
spe-15,1
gst-25,2
F47G6.3,6
acs-16,7
dyb-1,7
Y92H12A.5,1
Y92H12A.4,1
Y92H12A.2,1
src-1,0
Y73E7A.3,1
cpx-1,3
Y73E7A.2,0
Y73E7A.6,1
adpr-1,2
bre-4,1
Y73E7A.1,0
Y73E7A.8,1
mab-20,4
Y71G12B.18,3
pqn-88,9
Y71G12B.33,12
Y71G12B.22,6
Y71G12B.17,3
Y71G12B.23,0
Y71G12B.35,1
drag-1,3
Y71G12B.31,3
ubc-3,4
lsm-6,0
Y71G12B.13,1
atg-5,0
tln-1,7
mppa-1,1
Y71G12B.10,1
lin-65,4
ddx-27,0
Y71G12B.25,1
Y71G12B.26,5
Y71G12B.6,1
Y71G12B.5,2
pghm-1,8
Y71G12B.3,14
Y71G12B.2,11
Y71G12B.30,2
chaf-2,0
C53H9.3,1
C53H9.2,0
rpl-27,7
egl-30,4
emr-1,0
nlp-12,8
tag-96,1
M01D7.9,2
scm-1,0
tub-2,0
Y71G12A.4,2
trpp-10,1
Y51F10.7,1
hex-4,0
Y51F10.4,0
spe-48,0
Y51F10.11,1
Y51F10.3,0
Y51F10.2,0
gap-3,1
crtc-1,1
Y20F4.4,0
Y20F4.8,1
Y37E3.1,4
rpb-10,0
moag-4,4
